,Code,Region,Date,Population,Change_Amount_Over_Previous_Year,Change_Percent_Over_Previous_Year
473,6, Tasmania,2013-04-01,512231.0,507.0,0.1
474,6, Tasmania,2013-07-01,512510.0,928.0,0.2
475,6, Tasmania,2013-10-01,513015.0,1202.0,0.2
476,6, Tasmania,2014-01-01,513681.0,1441.0,0.3
477,6, Tasmania,2014-04-01,513621.0,1390.0,0.3
478,6, Tasmania,2014-07-01,513898.0,1388.0,0.3
479,6, Tasmania,2014-10-01,514040.0,1025.0,0.2
480,6, Tasmania,2015-01-01,514812.0,1131.0,0.2
481,6, Tasmania,2015-04-01,515117.0,1496.0,0.3
482,6, Tasmania,2015-07-01,515697.0,1799.0,0.4
483,6, Tasmania,2015-10-01,515694.0,1654.0,0.3
484,6, Tasmania,2016-01-01,516861.0,2049.0,0.4
485,6, Tasmania,2016-04-01,517514.0,2397.0,0.5
486,6, Tasmania,2016-07-01,520026.0,4329.0,0.8
487,6, Tasmania,2016-10-01,522783.0,7089.0,1.4
488,6, Tasmania,2017-01-01,525781.0,8920.0,1.7
489,6, Tasmania,2017-04-01,528324.0,10810.0,2.1
490,6, Tasmania,2017-07-01,531201.0,11175.0,2.1
491,6, Tasmania,2017-10-01,533829.0,11046.0,2.1
492,6, Tasmania,2018-01-01,537237.0,11456.0,2.2
493,6, Tasmania,2018-04-01,540112.0,11788.0,2.2
494,6, Tasmania,2018-07-01,543476.0,12275.0,2.3
495,6, Tasmania,2018-10-01,546583.0,12754.0,2.4
496,6, Tasmania,2019-01-01,549865.0,12628.0,2.4
497,6, Tasmania,2019-04-01,552310.0,12198.0,2.3
498,6, Tasmania,2019-07-01,554928.0,11452.0,2.1
499,6, Tasmania,2019-10-01,558864.0,12281.0,2.2
500,6, Tasmania,2020-01-01,561806.0,11941.0,2.2
501,6, Tasmania,2020-04-01,563507.0,11197.0,2.0
502,6, Tasmania,2020-07-01,563567.0,8639.0,1.6
503,6, Tasmania,2020-10-01,563782.0,4918.0,0.9
504,7, Northern Territory,2000-01-01,198304.0,3053.0,1.6
505,7, Northern Territory,2000-04-01,199149.0,3137.0,1.6
506,7, Northern Territory,2000-07-01,199816.0,3009.0,1.5
507,7, Northern Territory,2000-10-01,200045.0,2288.0,1.2
508,7, Northern Territory,2001-01-01,200789.0,2485.0,1.3
509,7, Northern Territory,2001-04-01,201743.0,2594.0,1.3
510,7, Northern Territory,2001-07-01,201995.0,2179.0,1.1
511,7, Northern Territory,2001-10-01,201751.0,1706.0,0.9
512,7, Northern Territory,2002-01-01,201880.0,1091.0,0.5
513,7, Northern Territory,2002-04-01,202251.0,508.0,0.3
514,7, Northern Territory,2002-07-01,202069.0,74.0,0.0
515,7, Northern Territory,2002-10-01,201549.0,-202.0,-0.1
516,7, Northern Territory,2003-01-01,201068.0,-812.0,-0.4
517,7, Northern Territory,2003-04-01,201725.0,-526.0,-0.3
518,7, Northern Territory,2003-07-01,201781.0,-288.0,-0.1
519,7, Northern Territory,2003-10-01,201708.0,159.0,0.1
520,7, Northern Territory,2004-01-01,202009.0,941.0,0.5
521,7, Northern Territory,2004-04-01,202663.0,938.0,0.5
522,7, Northern Territory,2004-07-01,203527.0,1746.0,0.9
523,7, Northern Territory,2004-10-01,203857.0,2149.0,1.1
524,7, Northern Territory,2005-01-01,204897.0,2888.0,1.4
525,7, Northern Territory,2005-04-01,205905.0,3242.0,1.6
526,7, Northern Territory,2005-07-01,206759.0,3232.0,1.6
527,7, Northern Territory,2005-10-01,207385.0,3528.0,1.7
528,7, Northern Territory,2006-01-01,208347.0,3450.0,1.7
529,7, Northern Territory,2006-04-01,209057.0,3152.0,1.5
530,7, Northern Territory,2006-07-01,210284.0,3525.0,1.7
531,7, Northern Territory,2006-10-01,211029.0,3644.0,1.8
532,7, Northern Territory,2007-01-01,212372.0,4025.0,1.9
533,7, Northern Territory,2007-04-01,213748.0,4691.0,2.2
534,7, Northern Territory,2007-07-01,215180.0,4896.0,2.3
535,7, Northern Territory,2007-10-01,216618.0,5589.0,2.6
536,7, Northern Territory,2008-01-01,217912.0,5540.0,2.6
537,7, Northern Territory,2008-04-01,219874.0,6126.0,2.9
538,7, Northern Territory,2008-07-01,221464.0,6284.0,2.9
539,7, Northern Territory,2008-10-01,222526.0,5908.0,2.7
540,7, Northern Territory,2009-01-01,223922.0,6010.0,2.8
541,7, Northern Territory,2009-04-01,226027.0,6153.0,2.8
542,7, Northern Territory,2009-07-01,227255.0,5791.0,2.6
543,7, Northern Territory,2009-10-01,227783.0,5257.0,2.4
544,7, Northern Territory,2010-01-01,228600.0,4678.0,2.1
545,7, Northern Territory,2010-04-01,229778.0,3751.0,1.7
546,7, Northern Territory,2010-07-01,230460.0,3205.0,1.4
547,7, Northern Territory,2010-10-01,230299.0,2516.0,1.1
548,7, Northern Territory,2011-01-01,230224.0,1624.0,0.7
549,7, Northern Territory,2011-04-01,231292.0,1514.0,0.7
550,7, Northern Territory,2011-07-01,232581.0,2121.0,0.9
551,7, Northern Territory,2011-10-01,232952.0,2653.0,1.2
552,7, Northern Territory,2012-01-01,234275.0,4051.0,1.8
553,7, Northern Territory,2012-04-01,235915.0,4623.0,2.0
554,7, Northern Territory,2012-07-01,237517.0,4936.0,2.1
555,7, Northern Territory,2012-10-01,238728.0,5776.0,2.5
556,7, Northern Territory,2013-01-01,240107.0,5832.0,2.5
557,7, Northern Territory,2013-04-01,241722.0,5807.0,2.5
558,7, Northern Territory,2013-07-01,242301.0,4784.0,2.0
559,7, Northern Territory,2013-10-01,242304.0,3576.0,1.5
560,7, Northern Territory,2014-01-01,242790.0,2683.0,1.1
561,7, Northern Territory,2014-04-01,242894.0,1172.0,0.5
562,7, Northern Territory,2014-07-01,243201.0,900.0,0.4
563,7, Northern Territory,2014-10-01,242753.0,449.0,0.2
564,7, Northern Territory,2015-01-01,243059.0,269.0,0.1
565,7, Northern Territory,2015-04-01,244692.0,1798.0,0.7
566,7, Northern Territory,2015-07-01,244570.0,1369.0,0.6
567,7, Northern Territory,2015-10-01,244090.0,1337.0,0.6
568,7, Northern Territory,2016-01-01,244627.0,1568.0,0.6
569,7, Northern Territory,2016-04-01,245678.0,986.0,0.4
570,7, Northern Territory,2016-07-01,246686.0,2116.0,0.9
571,7, Northern Territory,2016-10-01,246502.0,2412.0,1.0
572,7, Northern Territory,2017-01-01,246859.0,2232.0,0.9
573,7, Northern Territory,2017-04-01,248161.0,2483.0,1.0
574,7, Northern Territory,2017-07-01,248379.0,1693.0,0.7
575,7, Northern Territory,2017-10-01,247823.0,1321.0,0.5
576,7, Northern Territory,2018-01-01,247759.0,900.0,0.4
577,7, Northern Territory,2018-04-01,248363.0,202.0,0.1
578,7, Northern Territory,2018-07-01,248469.0,90.0,0.0
579,7, Northern Territory,2018-10-01,247437.0,-386.0,-0.2
580,7, Northern Territory,2019-01-01,247586.0,-173.0,-0.1
581,7, Northern Territory,2019-04-01,248153.0,-210.0,-0.1
582,7, Northern Territory,2019-07-01,248258.0,-211.0,-0.1
583,7, Northern Territory,2019-10-01,247602.0,165.0,0.1
584,7, Northern Territory,2020-01-01,248384.0,798.0,0.3
585,7, Northern Territory,2020-04-01,248943.0,790.0,0.3
586,7, Northern Territory,2020-07-01,249123.0,865.0,0.3
587,7, Northern Territory,2020-10-01,248892.0,1290.0,0.5
588,8, Australian Capital Territory,2000-01-01,316731.0,3265.0,1.0
589,8, Australian Capital Territory,2000-04-01,317235.0,3064.0,1.0
590,8, Australian Capital Territory,2000-07-01,318079.0,3246.0,1.0
591,8, Australian Capital Territory,2000-10-01,318941.0,3510.0,1.1
592,8, Australian Capital Territory,2001-01-01,320526.0,3795.0,1.2
593,8, Australian Capital Territory,2001-04-01,321538.0,4303.0,1.4
594,8, Australian Capital Territory,2001-07-01,321942.0,3863.0,1.2
595,8, Australian Capital Territory,2001-10-01,322874.0,3933.0,1.2
596,8, Australian Capital Territory,2002-01-01,324187.0,3661.0,1.1
597,8, Australian Capital Territory,2002-04-01,324627.0,3089.0,1.0
598,8, Australian Capital Territory,2002-07-01,325255.0,3313.0,1.0
599,8, Australian Capital Territory,2002-10-01,325950.0,3076.0,1.0
600,8, Australian Capital Territory,2003-01-01,327083.0,2896.0,0.9
601,8, Australian Capital Territory,2003-04-01,327357.0,2730.0,0.8
602,8, Australian Capital Territory,2003-07-01,327387.0,2132.0,0.7
603,8, Australian Capital Territory,2003-10-01,327596.0,1646.0,0.5
604,8, Australian Capital Territory,2004-01-01,328560.0,1477.0,0.5
605,8, Australian Capital Territory,2004-04-01,328940.0,1583.0,0.5
606,8, Australian Capital Territory,2004-07-01,329131.0,1744.0,0.5
607,8, Australian Capital Territory,2004-10-01,329498.0,1902.0,0.6
608,8, Australian Capital Territory,2005-01-01,330916.0,2356.0,0.7
609,8, Australian Capital Territory,2005-04-01,331399.0,2459.0,0.7
610,8, Australian Capital Territory,2005-07-01,332177.0,3046.0,0.9
611,8, Australian Capital Territory,2005-10-01,333505.0,4007.0,1.2
612,8, Australian Capital Territory,2006-01-01,334299.0,3383.0,1.0
613,8, Australian Capital Territory,2006-04-01,335170.0,3771.0,1.1
614,8, Australian Capital Territory,2006-07-01,336547.0,4370.0,1.3
615,8, Australian Capital Territory,2006-10-01,338381.0,4876.0,1.5
616,8, Australian Capital Territory,2007-01-01,340544.0,6245.0,1.9
617,8, Australian Capital Territory,2007-04-01,342644.0,7474.0,2.2
618,8, Australian Capital Territory,2007-07-01,343341.0,6794.0,2.0
619,8, Australian Capital Territory,2007-10-01,344176.0,5795.0,1.7
620,8, Australian Capital Territory,2008-01-01,346477.0,5933.0,1.7
621,8, Australian Capital Territory,2008-04-01,348368.0,5724.0,1.7
622,8, Australian Capital Territory,2008-07-01,349543.0,6202.0,1.8
623,8, Australian Capital Territory,2008-10-01,351101.0,6925.0,2.0
624,8, Australian Capital Territory,2009-01-01,353351.0,6874.0,2.0
625,8, Australian Capital Territory,2009-04-01,354785.0,6417.0,1.8
626,8, Australian Capital Territory,2009-07-01,356310.0,6767.0,1.9
627,8, Australian Capital Territory,2009-10-01,357859.0,6758.0,1.9
628,8, Australian Capital Territory,2010-01-01,360361.0,7010.0,2.0
629,8, Australian Capital Territory,2010-04-01,361766.0,6981.0,2.0
630,8, Australian Capital Territory,2010-07-01,362838.0,6528.0,1.8
631,8, Australian Capital Territory,2010-10-01,364833.0,6974.0,1.9
632,8, Australian Capital Territory,2011-01-01,366737.0,6376.0,1.8
633,8, Australian Capital Territory,2011-04-01,367985.0,6219.0,1.7
634,8, Australian Capital Territory,2011-07-01,369888.0,7050.0,1.9
635,8, Australian Capital Territory,2011-10-01,372070.0,7237.0,2.0
636,8, Australian Capital Territory,2012-01-01,374853.0,8116.0,2.2
637,8, Australian Capital Territory,2012-04-01,376539.0,8554.0,2.3
638,8, Australian Capital Territory,2012-07-01,378586.0,8698.0,2.4
639,8, Australian Capital Territory,2012-10-01,379812.0,7742.0,2.1
640,8, Australian Capital Territory,2013-01-01,382082.0,7229.0,1.9
641,8, Australian Capital Territory,2013-04-01,383257.0,6718.0,1.8
642,8, Australian Capital Territory,2013-07-01,384690.0,6104.0,1.6
643,8, Australian Capital Territory,2013-10-01,386318.0,6506.0,1.7
644,8, Australian Capital Territory,2014-01-01,388190.0,6108.0,1.6
645,8, Australian Capital Territory,2014-04-01,388799.0,5542.0,1.4
646,8, Australian Capital Territory,2014-07-01,390654.0,5964.0,1.6
647,8, Australian Capital Territory,2014-10-01,391981.0,5663.0,1.5
648,8, Australian Capital Territory,2015-01-01,394491.0,6301.0,1.6
649,8, Australian Capital Territory,2015-04-01,395813.0,7014.0,1.8
650,8, Australian Capital Territory,2015-07-01,397540.0,6886.0,1.8
651,8, Australian Capital Territory,2015-10-01,398874.0,6893.0,1.8
652,8, Australian Capital Territory,2016-01-01,401673.0,7182.0,1.8
653,8, Australian Capital Territory,2016-04-01,403104.0,7291.0,1.8
654,8, Australian Capital Territory,2016-07-01,406648.0,9108.0,2.3
655,8, Australian Capital Territory,2016-10-01,409886.0,11012.0,2.8
656,8, Australian Capital Territory,2017-01-01,414241.0,12568.0,3.1
657,8, Australian Capital Territory,2017-04-01,416824.0,13720.0,3.4
658,8, Australian Capital Territory,2017-07-01,420212.0,13564.0,3.3
659,8, Australian Capital Territory,2017-10-01,423104.0,13218.0,3.2
660,8, Australian Capital Territory,2018-01-01,427233.0,12992.0,3.1
661,8, Australian Capital Territory,2018-04-01,430140.0,13316.0,3.2
662,8, Australian Capital Territory,2018-07-01,432926.0,12714.0,3.0
663,8, Australian Capital Territory,2018-10-01,435538.0,12434.0,2.9
664,8, Australian Capital Territory,2019-01-01,438943.0,11710.0,2.7
665,8, Australian Capital Territory,2019-04-01,441277.0,11137.0,2.6
666,8, Australian Capital Territory,2019-07-01,444036.0,11110.0,2.6
667,8, Australian Capital Territory,2019-10-01,445816.0,10278.0,2.4
668,8, Australian Capital Territory,2020-01-01,448770.0,9827.0,2.2
669,8, Australian Capital Territory,2020-04-01,450632.0,9355.0,2.1
670,8, Australian Capital Territory,2020-07-01,450241.0,6205.0,1.4
671,8, Australian Capital Territory,2020-10-01,450312.0,4496.0,1.0
672,AUS, Australia,2000-01-01,18986711.0,216186.0,1.2
673,AUS, Australia,2000-04-01,19028802.0,216538.0,1.2
674,AUS, Australia,2000-07-01,19086040.0,218360.0,1.2
675,AUS, Australia,2000-10-01,19141036.0,221826.0,1.2
676,AUS, Australia,2001-01-01,19225181.0,238470.0,1.3
677,AUS, Australia,2001-04-01,19274701.0,245899.0,1.3
678,AUS, Australia,2001-07-01,19329107.0,243067.0,1.3
679,AUS, Australia,2001-10-01,19386461.0,245425.0,1.3
680,AUS, Australia,2002-01-01,19453350.0,228169.0,1.2
681,AUS, Australia,2002-04-01,19495210.0,220509.0,1.1
682,AUS, Australia,2002-07-01,19548871.0,219764.0,1.1
683,AUS, Australia,2002-10-01,19605441.0,218980.0,1.1
684,AUS, Australia,2003-01-01,19676628.0,223278.0,1.1
685,AUS, Australia,2003-04-01,19720737.0,225527.0,1.2
686,AUS, Australia,2003-07-01,19773429.0,224558.0,1.1
687,AUS, Australia,2003-10-01,19827155.0,221714.0,1.1
688,AUS, Australia,2004-01-01,19894105.0,217477.0,1.1
689,AUS, Australia,2004-04-01,19932722.0,211985.0,1.1
690,AUS, Australia,2004-07-01,19989677.0,216248.0,1.1
691,AUS, Australia,2004-10-01,20046003.0,218848.0,1.1
692,AUS, Australia,2005-01-01,20126553.0,232448.0,1.2
693,AUS, Australia,2005-04-01,20176844.0,244122.0,1.2
694,AUS, Australia,2005-07-01,20244727.0,255050.0,1.3
695,AUS, Australia,2005-10-01,20311543.0,265540.0,1.3
696,AUS, Australia,2006-01-01,20398132.0,271579.0,1.3
697,AUS, Australia,2006-04-01,20450966.0,274122.0,1.4
698,AUS, Australia,2006-07-01,20542282.0,297555.0,1.5
699,AUS, Australia,2006-10-01,20627547.0,316004.0,1.6
700,AUS, Australia,2007-01-01,20742817.0,344685.0,1.7
701,AUS, Australia,2007-04-01,20827622.0,376656.0,1.8
702,AUS, Australia,2007-07-01,20924160.0,381878.0,1.9
703,AUS, Australia,2007-10-01,21016121.0,388574.0,1.9
704,AUS, Australia,2008-01-01,21148928.0,406111.0,2.0
705,AUS, Australia,2008-04-01,21249199.0,421577.0,2.0
706,AUS, Australia,2008-07-01,21366049.0,441889.0,2.1
707,AUS, Australia,2008-10-01,21475625.0,459504.0,2.2
708,AUS, Australia,2009-01-01,21601676.0,452748.0,2.1
709,AUS, Australia,2009-04-01,21691653.0,442454.0,2.1
710,AUS, Australia,2009-07-01,21788088.0,422039.0,2.0
711,AUS, Australia,2009-10-01,21865623.0,389998.0,1.8
712,AUS, Australia,2010-01-01,21964097.0,362421.0,1.7
713,AUS, Australia,2010-04-01,22031750.0,340097.0,1.6
714,AUS, Australia,2010-07-01,22104402.0,316314.0,1.5
715,AUS, Australia,2010-10-01,22172469.0,306846.0,1.4
716,AUS, Australia,2011-01-01,22268758.0,304661.0,1.4
717,AUS, Australia,2011-04-01,22340024.0,308274.0,1.4
718,AUS, Australia,2011-07-01,22432771.0,328369.0,1.5
719,AUS, Australia,2011-10-01,22522197.0,349728.0,1.6
720,AUS, Australia,2012-01-01,22640943.0,372185.0,1.7
721,AUS, Australia,2012-04-01,22733465.0,393441.0,1.8
722,AUS, Australia,2012-07-01,22833922.0,401151.0,1.8
723,AUS, Australia,2012-10-01,22928023.0,405826.0,1.8
724,AUS, Australia,2013-01-01,23043004.0,402061.0,1.8
725,AUS, Australia,2013-04-01,23128129.0,394664.0,1.7
726,AUS, Australia,2013-07-01,23220231.0,386309.0,1.7
727,AUS, Australia,2013-10-01,23297777.0,369754.0,1.6
728,AUS, Australia,2014-01-01,23406193.0,363189.0,1.6
729,AUS, Australia,2014-04-01,23475686.0,347557.0,1.5
730,AUS, Australia,2014-07-01,23562901.0,342670.0,1.5
731,AUS, Australia,2014-10-01,23640331.0,342554.0,1.5
732,AUS, Australia,2015-01-01,23745629.0,339436.0,1.5
733,AUS, Australia,2015-04-01,23815995.0,340309.0,1.4
734,AUS, Australia,2015-07-01,23904271.0,341370.0,1.4
735,AUS, Australia,2015-10-01,23984581.0,344250.0,1.5
736,AUS, Australia,2016-01-01,24103425.0,357796.0,1.5
737,AUS, Australia,2016-04-01,24190907.0,374912.0,1.6
738,AUS, Australia,2016-07-01,24297895.0,393624.0,1.6
739,AUS, Australia,2016-10-01,24385879.0,401298.0,1.7
740,AUS, Australia,2017-01-01,24512578.0,409153.0,1.7
741,AUS, Australia,2017-04-01,24594202.0,403295.0,1.7
742,AUS, Australia,2017-07-01,24691991.0,394096.0,1.6
743,AUS, Australia,2017-10-01,24761449.0,375570.0,1.5
744,AUS, Australia,2018-01-01,24884597.0,372019.0,1.5
745,AUS, Australia,2018-04-01,24966643.0,372441.0,1.5
746,AUS, Australia,2018-07-01,25071202.0,379211.0,1.5
747,AUS, Australia,2018-10-01,25150532.0,389083.0,1.6
748,AUS, Australia,2019-01-01,25269796.0,385199.0,1.5
749,AUS, Australia,2019-04-01,25340217.0,373574.0,1.5
750,AUS, Australia,2019-07-01,25443911.0,372709.0,1.5
751,AUS, Australia,2019-10-01,25526836.0,376304.0,1.5
752,AUS, Australia,2020-01-01,25634365.0,364569.0,1.4
753,AUS, Australia,2020-04-01,25655289.0,315072.0,1.2
754,AUS, Australia,2020-07-01,25643972.0,200061.0,0.8
755,AUS, Australia,2020-10-01,25645905.0,119069.0,0.5
