LGA_2021,Region,Year,OBS_VALUE
59340, Wyndham-East Kimberley,2005,7789
59340, Wyndham-East Kimberley,2006,7879
59340, Wyndham-East Kimberley,2007,7866
59340, Wyndham-East Kimberley,2008,7967
59340, Wyndham-East Kimberley,2009,8066
59340, Wyndham-East Kimberley,2010,8111
59340, Wyndham-East Kimberley,2011,8195
59340, Wyndham-East Kimberley,2012,8228
59340, Wyndham-East Kimberley,2013,8243
59340, Wyndham-East Kimberley,2014,8020
59340, Wyndham-East Kimberley,2015,7780
59340, Wyndham-East Kimberley,2016,7478
59340, Wyndham-East Kimberley,2017,7514
59340, Wyndham-East Kimberley,2018,7571
59340, Wyndham-East Kimberley,2019,7754
59340, Wyndham-East Kimberley,2020,7921
59340, Wyndham-East Kimberley,2021,8053
23940, Loddon,2001,8473
23940, Loddon,2002,8390
23940, Loddon,2003,8284
23940, Loddon,2004,8125
23940, Loddon,2005,8012
23940, Loddon,2006,7922
23940, Loddon,2007,7883
23940, Loddon,2008,7812
23940, Loddon,2009,7741
23940, Loddon,2010,7653
23940, Loddon,2011,7546
23940, Loddon,2012,7529
23940, Loddon,2013,7518
23940, Loddon,2014,7513
23940, Loddon,2015,7531
23940, Loddon,2016,7558
23940, Loddon,2017,7565
23940, Loddon,2018,7595
23940, Loddon,2019,7620
23940, Loddon,2020,7644
23940, Loddon,2021,7700
53290, Esperance,2001,13369
53290, Esperance,2002,13443
53290, Esperance,2003,13569
53290, Esperance,2004,13669
53290, Esperance,2005,13694
53290, Esperance,2006,13644
53290, Esperance,2007,13585
53290, Esperance,2008,13603
53290, Esperance,2009,13721
53290, Esperance,2010,13799
53290, Esperance,2011,13879
53290, Esperance,2012,14182
53290, Esperance,2013,14422
53290, Esperance,2014,14624
53290, Esperance,2015,14734
53290, Esperance,2016,14527
53290, Esperance,2017,14460
53290, Esperance,2018,14360
53290, Esperance,2019,14351
53290, Esperance,2020,14354
53290, Esperance,2021,14398
15850, Narromine,2001,7060
15850, Narromine,2002,6980
15850, Narromine,2003,6863
15850, Narromine,2004,6777
15850, Narromine,2005,6734
15850, Narromine,2006,6691
15850, Narromine,2007,6676
15850, Narromine,2008,6726
15850, Narromine,2009,6748
15850, Narromine,2010,6815
15850, Narromine,2011,6832
15850, Narromine,2012,6795
15850, Narromine,2013,6761
15850, Narromine,2014,6721
15850, Narromine,2015,6668
15850, Narromine,2016,6617
15850, Narromine,2017,6593
15850, Narromine,2018,6578
15850, Narromine,2019,6556
15850, Narromine,2020,6510
15850, Narromine,2021,6448
56230, Murray,2001,10899
56230, Murray,2002,11211
56230, Murray,2003,11611
56230, Murray,2004,11904
56230, Murray,2005,12266
56230, Murray,2006,12522
56230, Murray,2007,12819
56230, Murray,2008,13477
56230, Murray,2009,14144
56230, Murray,2010,14586
56230, Murray,2011,14773
56230, Murray,2012,15475
56230, Murray,2013,16087
56230, Murray,2014,16542
56230, Murray,2015,16909
56230, Murray,2016,17126
56230, Murray,2017,17382
56230, Murray,2018,17669
56230, Murray,2019,17976
56230, Murray,2020,18309
56230, Murray,2021,18641
73600, Roper Gulf,2001,6327
73600, Roper Gulf,2002,6334
73600, Roper Gulf,2003,6301
73600, Roper Gulf,2004,6304
73600, Roper Gulf,2005,6352
73600, Roper Gulf,2006,6423
73600, Roper Gulf,2007,6539
73600, Roper Gulf,2008,6726
73600, Roper Gulf,2009,6936
73600, Roper Gulf,2010,7044
73600, Roper Gulf,2011,7042
73600, Roper Gulf,2012,7141
73600, Roper Gulf,2013,7207
73600, Roper Gulf,2014,7272
73600, Roper Gulf,2015,7335
73600, Roper Gulf,2016,7329
73600, Roper Gulf,2017,7323
73600, Roper Gulf,2018,7342
73600, Roper Gulf,2019,7373
73600, Roper Gulf,2020,7411
73600, Roper Gulf,2021,7442
58470, Upper Gascoyne,2001,356
58470, Upper Gascoyne,2002,356
58470, Upper Gascoyne,2003,348
58470, Upper Gascoyne,2004,339
58470, Upper Gascoyne,2005,332
58470, Upper Gascoyne,2006,307
58470, Upper Gascoyne,2007,296
58470, Upper Gascoyne,2008,272
58470, Upper Gascoyne,2009,262
58470, Upper Gascoyne,2010,263
58470, Upper Gascoyne,2011,253
58470, Upper Gascoyne,2012,260
58470, Upper Gascoyne,2013,270
58470, Upper Gascoyne,2014,275
58470, Upper Gascoyne,2015,278
58470, Upper Gascoyne,2016,282
58470, Upper Gascoyne,2017,255
58470, Upper Gascoyne,2018,234
58470, Upper Gascoyne,2019,219
58470, Upper Gascoyne,2020,201
58470, Upper Gascoyne,2021,180
63210, Kentish,2001,5555
63210, Kentish,2002,5560
63210, Kentish,2003,5641
63210, Kentish,2004,5743
63210, Kentish,2005,5861
63210, Kentish,2006,5965
63210, Kentish,2007,6031
63210, Kentish,2008,6143
63210, Kentish,2009,6301
63210, Kentish,2010,6364
63210, Kentish,2011,6369
63210, Kentish,2012,6351
63210, Kentish,2013,6334
63210, Kentish,2014,6317
63210, Kentish,2015,6286
63210, Kentish,2016,6263
63210, Kentish,2017,6332
63210, Kentish,2018,6417
63210, Kentish,2019,6511
63210, Kentish,2020,6649
63210, Kentish,2021,6778
60610, Burnie,2001,19077
60610, Burnie,2002,19090
60610, Burnie,2003,19305
60610, Burnie,2004,19485
60610, Burnie,2005,19547
60610, Burnie,2006,19748
60610, Burnie,2007,19812
60610, Burnie,2008,19887
60610, Burnie,2009,20005
60610, Burnie,2010,20073
60610, Burnie,2011,20164
60610, Burnie,2012,19981
60610, Burnie,2013,19755
60610, Burnie,2014,19565
60610, Burnie,2015,19408
60610, Burnie,2016,19228
60610, Burnie,2017,19412
60610, Burnie,2018,19707
60610, Burnie,2019,20066
60610, Burnie,2020,20392
60610, Burnie,2021,20441
14920, Liverpool Plains,2001,7977
14920, Liverpool Plains,2002,7940
14920, Liverpool Plains,2003,7859
14920, Liverpool Plains,2004,7797
14920, Liverpool Plains,2005,7736
14920, Liverpool Plains,2006,7717
14920, Liverpool Plains,2007,7720
14920, Liverpool Plains,2008,7717
14920, Liverpool Plains,2009,7718
14920, Liverpool Plains,2010,7738
14920, Liverpool Plains,2011,7761
14920, Liverpool Plains,2012,7786
14920, Liverpool Plains,2013,7812
14920, Liverpool Plains,2014,7831
14920, Liverpool Plains,2015,7837
14920, Liverpool Plains,2016,7847
14920, Liverpool Plains,2017,7825
14920, Liverpool Plains,2018,7799
14920, Liverpool Plains,2019,7770
14920, Liverpool Plains,2020,7689
14920, Liverpool Plains,2021,7608
27350, Yarra,2001,68522
27350, Yarra,2002,69415
27350, Yarra,2003,70115
27350, Yarra,2004,70811
27350, Yarra,2005,71719
27350, Yarra,2006,72808
27350, Yarra,2007,74289
27350, Yarra,2008,75868
27350, Yarra,2009,77311
27350, Yarra,2010,78430
27350, Yarra,2011,78903
27350, Yarra,2012,81268
27350, Yarra,2013,83962
27350, Yarra,2014,87228
27350, Yarra,2015,89923
27350, Yarra,2016,92894
27350, Yarra,2017,94465
27350, Yarra,2018,95440
27350, Yarra,2019,96459
27350, Yarra,2020,96547
27350, Yarra,2021,91543
24970, Monash,2001,162135
24970, Monash,2002,162430
24970, Monash,2003,162824
24970, Monash,2004,163495
24970, Monash,2005,164949
24970, Monash,2006,167010
24970, Monash,2007,169145
24970, Monash,2008,171321
24970, Monash,2009,174398
24970, Monash,2010,175731
24970, Monash,2011,177345
24970, Monash,2012,180312
24970, Monash,2013,183255
24970, Monash,2014,186150
24970, Monash,2015,189174
24970, Monash,2016,192625
24970, Monash,2017,195610
24970, Monash,2018,197922
24970, Monash,2019,199656
24970, Monash,2020,200642
24970, Monash,2021,193051
42600, Holdfast Bay,2001,33490
42600, Holdfast Bay,2002,33447
42600, Holdfast Bay,2003,33653
42600, Holdfast Bay,2004,33730
42600, Holdfast Bay,2005,34007
42600, Holdfast Bay,2006,34371
42600, Holdfast Bay,2007,34817
42600, Holdfast Bay,2008,35375
42600, Holdfast Bay,2009,35650
42600, Holdfast Bay,2010,35940
42600, Holdfast Bay,2011,36120
42600, Holdfast Bay,2012,36215
42600, Holdfast Bay,2013,36282
42600, Holdfast Bay,2014,36354
42600, Holdfast Bay,2015,36425
42600, Holdfast Bay,2016,36537
42600, Holdfast Bay,2017,36715
42600, Holdfast Bay,2018,37039
42600, Holdfast Bay,2019,37468
42600, Holdfast Bay,2020,37790
42600, Holdfast Bay,2021,37868
51260, Busselton,2001,23192
51260, Busselton,2002,23843
51260, Busselton,2003,24265
51260, Busselton,2004,24581
51260, Busselton,2005,25996
51260, Busselton,2006,26711
51260, Busselton,2007,27197
51260, Busselton,2008,28393
51260, Busselton,2009,29596
51260, Busselton,2010,30664
51260, Busselton,2011,31523
51260, Busselton,2012,33211
51260, Busselton,2013,34696
51260, Busselton,2014,35917
51260, Busselton,2015,36940
51260, Busselton,2016,37766
51260, Busselton,2017,38645
51260, Busselton,2018,39350
51260, Busselton,2019,40243
51260, Busselton,2020,41134
51260, Busselton,2021,42006
22310, Glen Eira,2001,122346
22310, Glen Eira,2002,123197
22310, Glen Eira,2003,123816
22310, Glen Eira,2004,125037
22310, Glen Eira,2005,126485
22310, Glen Eira,2006,128474
22310, Glen Eira,2007,130524
22310, Glen Eira,2008,132900
22310, Glen Eira,2009,135414
22310, Glen Eira,2010,136515
22310, Glen Eira,2011,137152
22310, Glen Eira,2012,139116
22310, Glen Eira,2013,141260
22310, Glen Eira,2014,143694
22310, Glen Eira,2015,145924
22310, Glen Eira,2016,148583
22310, Glen Eira,2017,150645
22310, Glen Eira,2018,152291
22310, Glen Eira,2019,153808
22310, Glen Eira,2020,154482
22310, Glen Eira,2021,150685
56090, Mundaring,2001,35415
56090, Mundaring,2002,35660
56090, Mundaring,2003,35820
56090, Mundaring,2004,35900
56090, Mundaring,2005,36195
56090, Mundaring,2006,36326
56090, Mundaring,2007,36569
56090, Mundaring,2008,36914
56090, Mundaring,2009,37466
56090, Mundaring,2010,37883
56090, Mundaring,2011,38364
56090, Mundaring,2012,39064
56090, Mundaring,2013,39644
56090, Mundaring,2014,39651
56090, Mundaring,2015,39563
56090, Mundaring,2016,39217
56090, Mundaring,2017,39187
56090, Mundaring,2018,39543
56090, Mundaring,2019,39935
56090, Mundaring,2020,40438
56090, Mundaring,2021,40541
37570, Wujal Wujal,2001,366
37570, Wujal Wujal,2002,361
37570, Wujal Wujal,2003,356
37570, Wujal Wujal,2004,347
37570, Wujal Wujal,2005,342
37570, Wujal Wujal,2006,336
37570, Wujal Wujal,2007,325
37570, Wujal Wujal,2008,319
37570, Wujal Wujal,2009,311
37570, Wujal Wujal,2010,297
37570, Wujal Wujal,2011,287
37570, Wujal Wujal,2012,287
37570, Wujal Wujal,2013,289
37570, Wujal Wujal,2014,291
37570, Wujal Wujal,2015,287
37570, Wujal Wujal,2016,292
37570, Wujal Wujal,2017,292
37570, Wujal Wujal,2018,290
37570, Wujal Wujal,2019,289
37570, Wujal Wujal,2020,287
37570, Wujal Wujal,2021,284
30900, Boulia,2001,566
30900, Boulia,2002,534
30900, Boulia,2003,502
30900, Boulia,2004,477
30900, Boulia,2005,456
30900, Boulia,2006,434
30900, Boulia,2007,428
30900, Boulia,2008,443
30900, Boulia,2009,456
30900, Boulia,2010,485
30900, Boulia,2011,493
30900, Boulia,2012,486
30900, Boulia,2013,481
30900, Boulia,2014,473
30900, Boulia,2015,459
30900, Boulia,2016,436
30900, Boulia,2017,435
30900, Boulia,2018,447
30900, Boulia,2019,454
30900, Boulia,2020,458
30900, Boulia,2021,470
14100, Hunters Hill,2001,13296
14100, Hunters Hill,2002,13412
14100, Hunters Hill,2003,13512
14100, Hunters Hill,2004,13631
14100, Hunters Hill,2005,13636
14100, Hunters Hill,2006,13662
14100, Hunters Hill,2007,13716
14100, Hunters Hill,2008,13742
14100, Hunters Hill,2009,13835
14100, Hunters Hill,2010,13854
14100, Hunters Hill,2011,13897
14100, Hunters Hill,2012,14070
14100, Hunters Hill,2013,14242
14100, Hunters Hill,2014,14428
14100, Hunters Hill,2015,14540
14100, Hunters Hill,2016,14656
14100, Hunters Hill,2017,14613
14100, Hunters Hill,2018,14448
14100, Hunters Hill,2019,14205
14100, Hunters Hill,2020,13943
14100, Hunters Hill,2021,13591
40910, Campbelltown (SA),2001,46544
40910, Campbelltown (SA),2002,46661
40910, Campbelltown (SA),2003,46801
40910, Campbelltown (SA),2004,46883
40910, Campbelltown (SA),2005,47059
40910, Campbelltown (SA),2006,47383
40910, Campbelltown (SA),2007,47886
40910, Campbelltown (SA),2008,48379
40910, Campbelltown (SA),2009,49067
40910, Campbelltown (SA),2010,49531
40910, Campbelltown (SA),2011,49788
40910, Campbelltown (SA),2012,50244
40910, Campbelltown (SA),2013,50476
40910, Campbelltown (SA),2014,50717
40910, Campbelltown (SA),2015,50937
40910, Campbelltown (SA),2016,51080
40910, Campbelltown (SA),2017,51697
40910, Campbelltown (SA),2018,52449
40910, Campbelltown (SA),2019,53679
40910, Campbelltown (SA),2020,54984
40910, Campbelltown (SA),2021,55475
60810, Central Coast (Tas.),2001,21242
60810, Central Coast (Tas.),2002,21119
60810, Central Coast (Tas.),2003,21213
60810, Central Coast (Tas.),2004,21275
60810, Central Coast (Tas.),2005,21174
60810, Central Coast (Tas.),2006,21428
60810, Central Coast (Tas.),2007,21640
60810, Central Coast (Tas.),2008,21942
60810, Central Coast (Tas.),2009,22179
60810, Central Coast (Tas.),2010,22291
60810, Central Coast (Tas.),2011,22332
60810, Central Coast (Tas.),2012,22245
60810, Central Coast (Tas.),2013,22122
60810, Central Coast (Tas.),2014,21989
60810, Central Coast (Tas.),2015,21847
60810, Central Coast (Tas.),2016,21736
60810, Central Coast (Tas.),2017,22067
60810, Central Coast (Tas.),2018,22400
60810, Central Coast (Tas.),2019,22710
60810, Central Coast (Tas.),2020,23131
60810, Central Coast (Tas.),2021,23278
56860, Nungarin,2001,276
56860, Nungarin,2002,273
56860, Nungarin,2003,269
56860, Nungarin,2004,266
56860, Nungarin,2005,258
56860, Nungarin,2006,255
56860, Nungarin,2007,252
56860, Nungarin,2008,247
56860, Nungarin,2009,238
56860, Nungarin,2010,234
56860, Nungarin,2011,236
56860, Nungarin,2012,246
56860, Nungarin,2013,254
56860, Nungarin,2014,256
56860, Nungarin,2015,259
56860, Nungarin,2016,259
56860, Nungarin,2017,257
56860, Nungarin,2018,257
56860, Nungarin,2019,261
56860, Nungarin,2020,262
56860, Nungarin,2021,263
43080, Karoonda East Murray,2001,1276
43080, Karoonda East Murray,2002,1258
43080, Karoonda East Murray,2003,1233
43080, Karoonda East Murray,2004,1216
43080, Karoonda East Murray,2005,1200
43080, Karoonda East Murray,2006,1189
43080, Karoonda East Murray,2007,1163
43080, Karoonda East Murray,2008,1134
43080, Karoonda East Murray,2009,1110
43080, Karoonda East Murray,2010,1076
43080, Karoonda East Murray,2011,1050
43080, Karoonda East Murray,2012,1074
43080, Karoonda East Murray,2013,1088
43080, Karoonda East Murray,2014,1103
43080, Karoonda East Murray,2015,1118
43080, Karoonda East Murray,2016,1121
43080, Karoonda East Murray,2017,1098
43080, Karoonda East Murray,2018,1084
43080, Karoonda East Murray,2019,1071
43080, Karoonda East Murray,2020,1060
43080, Karoonda East Murray,2021,1025
10950, Bogan,2001,3156
10950, Bogan,2002,3105
10950, Bogan,2003,3052
10950, Bogan,2004,3027
10950, Bogan,2005,2964
10950, Bogan,2006,2939
10950, Bogan,2007,2972
10950, Bogan,2008,2992
10950, Bogan,2009,2999
10950, Bogan,2010,3013
10950, Bogan,2011,3009
10950, Bogan,2012,2982
10950, Bogan,2013,2926
10950, Bogan,2014,2894
10950, Bogan,2015,2846
10950, Bogan,2016,2764
10950, Bogan,2017,2707
10950, Bogan,2018,2646
10950, Bogan,2019,2600
10950, Bogan,2020,2511
10950, Bogan,2021,2481
16610, Richmond Valley,2001,21014
16610, Richmond Valley,2002,21213
16610, Richmond Valley,2003,21213
16610, Richmond Valley,2004,21167
16610, Richmond Valley,2005,21256
16610, Richmond Valley,2006,21728
16610, Richmond Valley,2007,22067
16610, Richmond Valley,2008,22291
16610, Richmond Valley,2009,22417
16610, Richmond Valley,2010,22597
16610, Richmond Valley,2011,22717
16610, Richmond Valley,2012,22848
16610, Richmond Valley,2013,22981
16610, Richmond Valley,2014,23087
16610, Richmond Valley,2015,23148
16610, Richmond Valley,2016,23256
16610, Richmond Valley,2017,23324
16610, Richmond Valley,2018,23420
16610, Richmond Valley,2019,23491
16610, Richmond Valley,2020,23548
16610, Richmond Valley,2021,23589
51470, Carnamah,2001,807
51470, Carnamah,2002,791
51470, Carnamah,2003,797
51470, Carnamah,2004,790
51470, Carnamah,2005,791
51470, Carnamah,2006,792
51470, Carnamah,2007,743
51470, Carnamah,2008,703
51470, Carnamah,2009,641
51470, Carnamah,2010,604
51470, Carnamah,2011,554
51470, Carnamah,2012,561
51470, Carnamah,2013,566
51470, Carnamah,2014,566
51470, Carnamah,2015,568
51470, Carnamah,2016,564
51470, Carnamah,2017,565
51470, Carnamah,2018,556
51470, Carnamah,2019,555
51470, Carnamah,2020,556
51470, Carnamah,2021,573
55530, Mingenew,2001,586
55530, Mingenew,2002,585
55530, Mingenew,2003,583
55530, Mingenew,2004,558
55530, Mingenew,2005,521
55530, Mingenew,2006,504
55530, Mingenew,2007,495
55530, Mingenew,2008,483
55530, Mingenew,2009,476
55530, Mingenew,2010,477
55530, Mingenew,2011,489
55530, Mingenew,2012,488
55530, Mingenew,2013,487
55530, Mingenew,2014,482
55530, Mingenew,2015,474
55530, Mingenew,2016,465
55530, Mingenew,2017,450
55530, Mingenew,2018,434
55530, Mingenew,2019,430
55530, Mingenew,2020,422
55530, Mingenew,2021,423
57080, Perth,2001,10510
57080, Perth,2002,11245
57080, Perth,2003,11729
57080, Perth,2004,12730
57080, Perth,2005,13939
57080, Perth,2006,15232
57080, Perth,2007,16407
57080, Perth,2008,17905
57080, Perth,2009,19898
57080, Perth,2010,20764
57080, Perth,2011,21416
57080, Perth,2012,23066
57080, Perth,2013,24317
57080, Perth,2014,25257
57080, Perth,2015,26096
57080, Perth,2016,26879
57080, Perth,2017,27135
57080, Perth,2018,27471
57080, Perth,2019,28264
57080, Perth,2020,29654
57080, Perth,2021,29667
37400, Winton,2001,1585
37400, Winton,2002,1567
37400, Winton,2003,1543
37400, Winton,2004,1473
37400, Winton,2005,1454
37400, Winton,2006,1423
37400, Winton,2007,1403
37400, Winton,2008,1372
37400, Winton,2009,1371
37400, Winton,2010,1359
37400, Winton,2011,1380
37400, Winton,2012,1345
37400, Winton,2013,1312
37400, Winton,2014,1276
37400, Winton,2015,1222
37400, Winton,2016,1154
37400, Winton,2017,1150
37400, Winton,2018,1156
37400, Winton,2019,1151
37400, Winton,2020,1131
37400, Winton,2021,1132
17420, The Hills Shire,2001,117301
17420, The Hills Shire,2002,122269
17420, The Hills Shire,2003,126698
17420, The Hills Shire,2004,130134
17420, The Hills Shire,2005,133214
17420, The Hills Shire,2006,136015
17420, The Hills Shire,2007,138034
17420, The Hills Shire,2008,141230
17420, The Hills Shire,2009,144388
17420, The Hills Shire,2010,146247
17420, The Hills Shire,2011,147779
17420, The Hills Shire,2012,149939
17420, The Hills Shire,2013,152429
17420, The Hills Shire,2014,155366
17420, The Hills Shire,2015,158941
17420, The Hills Shire,2016,162975
17420, The Hills Shire,2017,168288
17420, The Hills Shire,2018,172845
17420, The Hills Shire,2019,179784
17420, The Hills Shire,2020,186197
17420, The Hills Shire,2021,192509
51330, Canning,2001,77474
51330, Canning,2002,78496
51330, Canning,2003,79186
51330, Canning,2004,79843
51330, Canning,2005,80261
51330, Canning,2006,80933
51330, Canning,2007,83123
51330, Canning,2008,85135
51330, Canning,2009,87242
51330, Canning,2010,88746
51330, Canning,2011,90736
51330, Canning,2012,92197
51330, Canning,2013,93491
51330, Canning,2014,93843
51330, Canning,2015,93959
51330, Canning,2016,93733
51330, Canning,2017,94478
51330, Canning,2018,95301
51330, Canning,2019,96614
51330, Canning,2020,98863
51330, Canning,2021,99351
58190, Tammin,2001,443
58190, Tammin,2002,439
58190, Tammin,2003,439
58190, Tammin,2004,426
58190, Tammin,2005,420
58190, Tammin,2006,417
58190, Tammin,2007,416
58190, Tammin,2008,417
58190, Tammin,2009,422
58190, Tammin,2010,418
58190, Tammin,2011,415
58190, Tammin,2012,414
58190, Tammin,2013,415
58190, Tammin,2014,414
58190, Tammin,2015,412
58190, Tammin,2016,407
58190, Tammin,2017,408
58190, Tammin,2018,407
58190, Tammin,2019,402
58190, Tammin,2020,399
58190, Tammin,2021,401
48260, Walkerville,2001,6995
48260, Walkerville,2002,7023
48260, Walkerville,2003,7061
48260, Walkerville,2004,7101
48260, Walkerville,2005,7118
48260, Walkerville,2006,7179
48260, Walkerville,2007,7199
48260, Walkerville,2008,7223
48260, Walkerville,2009,7259
48260, Walkerville,2010,7290
48260, Walkerville,2011,7308
48260, Walkerville,2012,7367
48260, Walkerville,2013,7399
48260, Walkerville,2014,7447
48260, Walkerville,2015,7732
48260, Walkerville,2016,7781
48260, Walkerville,2017,7881
48260, Walkerville,2018,7984
48260, Walkerville,2019,8067
48260, Walkerville,2020,8172
48260, Walkerville,2021,8091
50420, Bayswater,2001,58446
50420, Bayswater,2002,58432
50420, Bayswater,2003,58494
50420, Bayswater,2004,58505
50420, Bayswater,2005,58344
50420, Bayswater,2006,59632
50420, Bayswater,2007,60911
50420, Bayswater,2008,62617
50420, Bayswater,2009,64192
50420, Bayswater,2010,65369
50420, Bayswater,2011,66840
50420, Bayswater,2012,68143
50420, Bayswater,2013,69083
50420, Bayswater,2014,69256
50420, Bayswater,2015,69136
50420, Bayswater,2016,68791
50420, Bayswater,2017,69093
50420, Bayswater,2018,69358
50420, Bayswater,2019,70166
50420, Bayswater,2020,71429
50420, Bayswater,2021,71796
51710, Christmas Island,2001,1442
51710, Christmas Island,2002,1365
51710, Christmas Island,2003,1337
51710, Christmas Island,2004,1355
51710, Christmas Island,2005,1380
51710, Christmas Island,2006,1403
51710, Christmas Island,2007,1569
51710, Christmas Island,2008,1745
51710, Christmas Island,2009,1944
51710, Christmas Island,2010,2115
51710, Christmas Island,2011,2167
51710, Christmas Island,2012,2107
51710, Christmas Island,2013,2041
51710, Christmas Island,2014,1979
51710, Christmas Island,2015,1929
51710, Christmas Island,2016,1903
51710, Christmas Island,2017,1877
51710, Christmas Island,2018,1849
51710, Christmas Island,2019,1801
51710, Christmas Island,2020,1752
51710, Christmas Island,2021,1716
54280, Kalgoorlie-Boulder,2001,29771
54280, Kalgoorlie-Boulder,2002,29737
54280, Kalgoorlie-Boulder,2003,30052
54280, Kalgoorlie-Boulder,2004,29939
54280, Kalgoorlie-Boulder,2005,29855
54280, Kalgoorlie-Boulder,2006,30086
54280, Kalgoorlie-Boulder,2007,30250
54280, Kalgoorlie-Boulder,2008,30910
54280, Kalgoorlie-Boulder,2009,31474
54280, Kalgoorlie-Boulder,2010,31750
54280, Kalgoorlie-Boulder,2011,32208
54280, Kalgoorlie-Boulder,2012,32849
54280, Kalgoorlie-Boulder,2013,33267
54280, Kalgoorlie-Boulder,2014,32498
54280, Kalgoorlie-Boulder,2015,31748
54280, Kalgoorlie-Boulder,2016,30840
54280, Kalgoorlie-Boulder,2017,30930
54280, Kalgoorlie-Boulder,2018,30789
54280, Kalgoorlie-Boulder,2019,30683
54280, Kalgoorlie-Boulder,2020,30651
54280, Kalgoorlie-Boulder,2021,30674
40700, Burnside,2001,42403
40700, Burnside,2002,42609
40700, Burnside,2003,42730
40700, Burnside,2004,42998
40700, Burnside,2005,43272
40700, Burnside,2006,43414
40700, Burnside,2007,43549
40700, Burnside,2008,43678
40700, Burnside,2009,43969
40700, Burnside,2010,44091
40700, Burnside,2011,44092
40700, Burnside,2012,44282
40700, Burnside,2013,44457
40700, Burnside,2014,44678
40700, Burnside,2015,44938
40700, Burnside,2016,45216
40700, Burnside,2017,45617
40700, Burnside,2018,45933
40700, Burnside,2019,46188
40700, Burnside,2020,46500
40700, Burnside,2021,46444
32500, Cook,2001,3636
32500, Cook,2002,3650
32500, Cook,2003,3611
32500, Cook,2004,3696
32500, Cook,2005,3626
32500, Cook,2006,3565
32500, Cook,2007,3650
32500, Cook,2008,3787
32500, Cook,2009,3988
32500, Cook,2010,4135
32500, Cook,2011,4409
32500, Cook,2012,4205
32500, Cook,2013,4222
32500, Cook,2014,4065
32500, Cook,2015,4217
32500, Cook,2016,4302
32500, Cook,2017,4414
32500, Cook,2018,4474
32500, Cook,2019,4537
32500, Cook,2020,4587
32500, Cook,2021,4631
22910, Hepburn,2001,14268
22910, Hepburn,2002,14192
22910, Hepburn,2003,14114
22910, Hepburn,2004,14097
22910, Hepburn,2005,13973
22910, Hepburn,2006,13926
22910, Hepburn,2007,14014
22910, Hepburn,2008,14187
22910, Hepburn,2009,14416
22910, Hepburn,2010,14561
22910, Hepburn,2011,14629
22910, Hepburn,2012,14825
22910, Hepburn,2013,15022
22910, Hepburn,2014,15184
22910, Hepburn,2015,15334
22910, Hepburn,2016,15525
22910, Hepburn,2017,15698
22910, Hepburn,2018,15885
22910, Hepburn,2019,16082
22910, Hepburn,2020,16310
22910, Hepburn,2021,16476
20910, Bayside (Vic.),2001,88262
20910, Bayside (Vic.),2002,88717
20910, Bayside (Vic.),2003,89088
20910, Bayside (Vic.),2004,89394
20910, Bayside (Vic.),2005,89873
20910, Bayside (Vic.),2006,90807
20910, Bayside (Vic.),2007,92041
20910, Bayside (Vic.),2008,93535
20910, Bayside (Vic.),2009,94850
20910, Bayside (Vic.),2010,95594
20910, Bayside (Vic.),2011,96119
20910, Bayside (Vic.),2012,96971
20910, Bayside (Vic.),2013,98252
20910, Bayside (Vic.),2014,99797
20910, Bayside (Vic.),2015,101268
20910, Bayside (Vic.),2016,102912
20910, Bayside (Vic.),2017,103621
20910, Bayside (Vic.),2018,104545
20910, Bayside (Vic.),2019,105029
20910, Bayside (Vic.),2020,104881
20910, Bayside (Vic.),2021,102337
24900, Moira,2001,26404
24900, Moira,2002,26437
24900, Moira,2003,26583
24900, Moira,2004,26684
24900, Moira,2005,26969
24900, Moira,2006,27477
24900, Moira,2007,27703
24900, Moira,2008,27968
24900, Moira,2009,28140
24900, Moira,2010,28331
24900, Moira,2011,28406
24900, Moira,2012,28675
24900, Moira,2013,28905
24900, Moira,2014,29100
24900, Moira,2015,29288
24900, Moira,2016,29486
24900, Moira,2017,29699
24900, Moira,2018,29881
24900, Moira,2019,30059
24900, Moira,2020,30244
24900, Moira,2021,30351
34420, Kowanyama,2001,999
34420, Kowanyama,2002,1012
34420, Kowanyama,2003,1016
34420, Kowanyama,2004,1030
34420, Kowanyama,2005,1048
34420, Kowanyama,2006,1063
34420, Kowanyama,2007,1075
34420, Kowanyama,2008,1079
34420, Kowanyama,2009,1088
34420, Kowanyama,2010,1103
34420, Kowanyama,2011,1112
34420, Kowanyama,2012,1078
34420, Kowanyama,2013,1042
34420, Kowanyama,2014,1014
34420, Kowanyama,2015,996
34420, Kowanyama,2016,983
34420, Kowanyama,2017,991
34420, Kowanyama,2018,1015
34420, Kowanyama,2019,1047
34420, Kowanyama,2020,1078
34420, Kowanyama,2021,1108
11700, Central Darling,2001,2432
11700, Central Darling,2002,2326
11700, Central Darling,2003,2218
11700, Central Darling,2004,2163
11700, Central Darling,2005,2096
11700, Central Darling,2006,2000
11700, Central Darling,2007,2003
11700, Central Darling,2008,2003
11700, Central Darling,2009,2029
11700, Central Darling,2010,2045
11700, Central Darling,2011,2059
11700, Central Darling,2012,2015
11700, Central Darling,2013,1979
11700, Central Darling,2014,1934
11700, Central Darling,2015,1923
11700, Central Darling,2016,1881
11700, Central Darling,2017,1844
11700, Central Darling,2018,1808
11700, Central Darling,2019,1797
11700, Central Darling,2020,1772
11700, Central Darling,2021,1760
40070, Adelaide,2001,13211
