LGA_2021,Region,Year,OBS_VALUE
10900, Blue Mountains,2001,76528
10900, Blue Mountains,2002,76656
10900, Blue Mountains,2003,76651
10900, Blue Mountains,2004,76436
10900, Blue Mountains,2005,75971
10900, Blue Mountains,2006,75600
10900, Blue Mountains,2007,76198
10900, Blue Mountains,2008,77102
10900, Blue Mountains,2009,77869
10900, Blue Mountains,2010,78227
10900, Blue Mountains,2011,78553
10900, Blue Mountains,2012,78532
10900, Blue Mountains,2013,78705
10900, Blue Mountains,2014,78867
10900, Blue Mountains,2015,78889
10900, Blue Mountains,2016,78835
10900, Blue Mountains,2017,78948
10900, Blue Mountains,2018,79027
10900, Blue Mountains,2019,78969
10900, Blue Mountains,2020,78891
10900, Blue Mountains,2021,78360
13310, Goulburn Mulwaree,2001,26401
13310, Goulburn Mulwaree,2002,26526
13310, Goulburn Mulwaree,2003,26576
13310, Goulburn Mulwaree,2004,26559
13310, Goulburn Mulwaree,2005,26615
13310, Goulburn Mulwaree,2006,26695
13310, Goulburn Mulwaree,2007,26803
13310, Goulburn Mulwaree,2008,27166
13310, Goulburn Mulwaree,2009,27654
13310, Goulburn Mulwaree,2010,28083
13310, Goulburn Mulwaree,2011,28363
13310, Goulburn Mulwaree,2012,28730
13310, Goulburn Mulwaree,2013,29187
13310, Goulburn Mulwaree,2014,29486
13310, Goulburn Mulwaree,2015,29815
13310, Goulburn Mulwaree,2016,30261
13310, Goulburn Mulwaree,2017,30627
13310, Goulburn Mulwaree,2018,31037
13310, Goulburn Mulwaree,2019,31442
13310, Goulburn Mulwaree,2020,31872
13310, Goulburn Mulwaree,2021,32138
35010, Moreton Bay,2001,283062
35010, Moreton Bay,2002,291543
35010, Moreton Bay,2003,302027
35010, Moreton Bay,2004,312887
35010, Moreton Bay,2005,323085
35010, Moreton Bay,2006,331713
35010, Moreton Bay,2007,344545
35010, Moreton Bay,2008,357499
35010, Moreton Bay,2009,370447
35010, Moreton Bay,2010,381357
35010, Moreton Bay,2011,390051
35010, Moreton Bay,2012,401188
35010, Moreton Bay,2013,410687
35010, Moreton Bay,2014,419764
35010, Moreton Bay,2015,428994
35010, Moreton Bay,2016,439292
35010, Moreton Bay,2017,448721
35010, Moreton Bay,2018,458331
35010, Moreton Bay,2019,467798
35010, Moreton Bay,2020,477415
35010, Moreton Bay,2021,484428
36630, South Burnett,2001,27651
36630, South Burnett,2002,27942
36630, South Burnett,2003,28251
36630, South Burnett,2004,28630
36630, South Burnett,2005,29050
36630, South Burnett,2006,29699
36630, South Burnett,2007,30114
36630, South Burnett,2008,30583
36630, South Burnett,2009,31173
36630, South Burnett,2010,31518
36630, South Burnett,2011,31803
36630, South Burnett,2012,32340
36630, South Burnett,2013,32647
36630, South Burnett,2014,32606
36630, South Burnett,2015,32589
36630, South Burnett,2016,32625
36630, South Burnett,2017,32690
36630, South Burnett,2018,32719
36630, South Burnett,2019,32816
36630, South Burnett,2020,33004
36630, South Burnett,2021,33325
8, Australian Capital Territory,2001,321538
8, Australian Capital Territory,2002,324627
8, Australian Capital Territory,2003,327357
8, Australian Capital Territory,2004,328940
8, Australian Capital Territory,2005,331399
8, Australian Capital Territory,2006,335170
8, Australian Capital Territory,2007,342644
8, Australian Capital Territory,2008,348368
8, Australian Capital Territory,2009,354785
8, Australian Capital Territory,2010,361766
8, Australian Capital Territory,2011,367985
8, Australian Capital Territory,2012,376539
8, Australian Capital Territory,2013,383257
8, Australian Capital Territory,2014,388799
8, Australian Capital Territory,2015,395813
8, Australian Capital Territory,2016,403104
8, Australian Capital Territory,2017,416824
8, Australian Capital Territory,2018,430140
8, Australian Capital Territory,2019,441277
8, Australian Capital Territory,2020,450632
8, Australian Capital Territory,2021,453558
14600, Lachlan,2001,7651
14600, Lachlan,2002,7529
14600, Lachlan,2003,7366
14600, Lachlan,2004,7214
14600, Lachlan,2005,7071
14600, Lachlan,2006,6932
14600, Lachlan,2007,6821
14600, Lachlan,2008,6793
14600, Lachlan,2009,6779
14600, Lachlan,2010,6765
14600, Lachlan,2011,6802
14600, Lachlan,2012,6749
14600, Lachlan,2013,6681
14600, Lachlan,2014,6624
14600, Lachlan,2015,6541
14600, Lachlan,2016,6444
14600, Lachlan,2017,6399
14600, Lachlan,2018,6333
14600, Lachlan,2019,6262
14600, Lachlan,2020,6209
14600, Lachlan,2021,6149
27630, Yarriambiack,2001,8184
27630, Yarriambiack,2002,8095
27630, Yarriambiack,2003,7982
27630, Yarriambiack,2004,7847
27630, Yarriambiack,2005,7715
27630, Yarriambiack,2006,7609
27630, Yarriambiack,2007,7505
27630, Yarriambiack,2008,7438
27630, Yarriambiack,2009,7412
27630, Yarriambiack,2010,7312
27630, Yarriambiack,2011,7183
27630, Yarriambiack,2012,7095
27630, Yarriambiack,2013,7032
27630, Yarriambiack,2014,6924
27630, Yarriambiack,2015,6826
27630, Yarriambiack,2016,6743
27630, Yarriambiack,2017,6705
27630, Yarriambiack,2018,6693
27630, Yarriambiack,2019,6669
27630, Yarriambiack,2020,6633
27630, Yarriambiack,2021,6511
36720, Sunshine Coast,2001,198931
36720, Sunshine Coast,2002,205772
36720, Sunshine Coast,2003,214931
36720, Sunshine Coast,2004,223143
36720, Sunshine Coast,2005,230168
36720, Sunshine Coast,2006,236654
36720, Sunshine Coast,2007,243309
36720, Sunshine Coast,2008,250800
36720, Sunshine Coast,2009,258047
36720, Sunshine Coast,2010,263053
36720, Sunshine Coast,2011,267241
36720, Sunshine Coast,2012,274828
36720, Sunshine Coast,2013,281969
36720, Sunshine Coast,2014,288652
36720, Sunshine Coast,2015,295317
36720, Sunshine Coast,2016,302841
36720, Sunshine Coast,2017,311533
36720, Sunshine Coast,2018,320809
36720, Sunshine Coast,2019,330265
36720, Sunshine Coast,2020,338921
36720, Sunshine Coast,2021,346648
16400, Port Stephens,2001,58509
16400, Port Stephens,2002,59506
16400, Port Stephens,2003,60410
16400, Port Stephens,2004,61256
16400, Port Stephens,2005,61918
16400, Port Stephens,2006,62132
16400, Port Stephens,2007,63425
16400, Port Stephens,2008,64316
16400, Port Stephens,2009,65521
16400, Port Stephens,2010,66447
16400, Port Stephens,2011,67214
16400, Port Stephens,2012,68012
16400, Port Stephens,2013,68750
16400, Port Stephens,2014,69537
16400, Port Stephens,2015,70257
16400, Port Stephens,2016,71115
16400, Port Stephens,2017,71785
16400, Port Stephens,2018,72525
16400, Port Stephens,2019,73386
16400, Port Stephens,2020,74290
16400, Port Stephens,2021,75282
11750, Cobar,2001,4990
11750, Cobar,2002,4984
11750, Cobar,2003,4949
11750, Cobar,2004,4913
11750, Cobar,2005,4913
11750, Cobar,2006,4941
11750, Cobar,2007,4954
11750, Cobar,2008,4887
11750, Cobar,2009,4853
11750, Cobar,2010,4844
11750, Cobar,2011,4782
11750, Cobar,2012,4759
11750, Cobar,2013,4740
11750, Cobar,2014,4727
11750, Cobar,2015,4703
11750, Cobar,2016,4687
11750, Cobar,2017,4603
11750, Cobar,2018,4524
11750, Cobar,2019,4395
11750, Cobar,2020,4206
11750, Cobar,2021,4098
26170, South Gippsland,2001,25762
26170, South Gippsland,2002,25786
26170, South Gippsland,2003,25910
26170, South Gippsland,2004,25957
26170, South Gippsland,2005,26068
26170, South Gippsland,2006,26128
26170, South Gippsland,2007,26350
26170, South Gippsland,2008,26556
26170, South Gippsland,2009,26903
26170, South Gippsland,2010,27173
26170, South Gippsland,2011,27512
26170, South Gippsland,2012,27926
26170, South Gippsland,2013,28273
26170, South Gippsland,2014,28521
26170, South Gippsland,2015,28781
26170, South Gippsland,2016,29122
26170, South Gippsland,2017,29346
26170, South Gippsland,2018,29577
26170, South Gippsland,2019,29887
26170, South Gippsland,2020,30222
26170, South Gippsland,2021,30378
15050, Maitland,2001,56055
15050, Maitland,2002,57642
15050, Maitland,2003,59167
15050, Maitland,2004,60440
15050, Maitland,2005,61961
15050, Maitland,2006,63505
15050, Maitland,2007,65143
15050, Maitland,2008,66244
15050, Maitland,2009,67268
15050, Maitland,2010,68561
15050, Maitland,2011,69924
15050, Maitland,2012,72012
15050, Maitland,2013,73870
15050, Maitland,2014,75695
15050, Maitland,2015,77374
15050, Maitland,2016,79063
15050, Maitland,2017,81008
15050, Maitland,2018,83158
15050, Maitland,2019,85168
15050, Maitland,2020,87725
15050, Maitland,2021,90553
63810, Latrobe (Tas.),2001,8324
63810, Latrobe (Tas.),2002,8391
63810, Latrobe (Tas.),2003,8516
63810, Latrobe (Tas.),2004,8677
63810, Latrobe (Tas.),2005,8759
63810, Latrobe (Tas.),2006,8973
63810, Latrobe (Tas.),2007,9162
63810, Latrobe (Tas.),2008,9402
63810, Latrobe (Tas.),2009,9694
63810, Latrobe (Tas.),2010,10063
63810, Latrobe (Tas.),2011,10275
63810, Latrobe (Tas.),2012,10343
63810, Latrobe (Tas.),2013,10433
63810, Latrobe (Tas.),2014,10569
63810, Latrobe (Tas.),2015,10723
63810, Latrobe (Tas.),2016,10927
63810, Latrobe (Tas.),2017,11273
63810, Latrobe (Tas.),2018,11608
63810, Latrobe (Tas.),2019,12015
63810, Latrobe (Tas.),2020,12424
63810, Latrobe (Tas.),2021,12705
11650, Central Coast (NSW),2001,294596
11650, Central Coast (NSW),2002,297530
11650, Central Coast (NSW),2003,299319
11650, Central Coast (NSW),2004,299999
11650, Central Coast (NSW),2005,301403
11650, Central Coast (NSW),2006,303051
11650, Central Coast (NSW),2007,306499
11650, Central Coast (NSW),2008,312338
11650, Central Coast (NSW),2009,316796
11650, Central Coast (NSW),2010,320361
11650, Central Coast (NSW),2011,322657
11650, Central Coast (NSW),2012,325163
11650, Central Coast (NSW),2013,327745
11650, Central Coast (NSW),2014,330377
11650, Central Coast (NSW),2015,333264
11650, Central Coast (NSW),2016,336611
11650, Central Coast (NSW),2017,339951
11650, Central Coast (NSW),2018,342704
11650, Central Coast (NSW),2019,345181
11650, Central Coast (NSW),2020,347067
11650, Central Coast (NSW),2021,348379
48640, Wudinna,2001,1449
48640, Wudinna,2002,1438
48640, Wudinna,2003,1417
48640, Wudinna,2004,1391
48640, Wudinna,2005,1363
48640, Wudinna,2006,1346
48640, Wudinna,2007,1321
48640, Wudinna,2008,1305
48640, Wudinna,2009,1295
48640, Wudinna,2010,1291
48640, Wudinna,2011,1280
48640, Wudinna,2012,1271
48640, Wudinna,2013,1272
48640, Wudinna,2014,1276
48640, Wudinna,2015,1279
48640, Wudinna,2016,1279
48640, Wudinna,2017,1262
48640, Wudinna,2018,1232
48640, Wudinna,2019,1207
48640, Wudinna,2020,1187
48640, Wudinna,2021,1163
51860, Cocos Islands,2001,600
51860, Cocos Islands,2002,568
51860, Cocos Islands,2003,558
51860, Cocos Islands,2004,573
51860, Cocos Islands,2005,588
51860, Cocos Islands,2006,590
51860, Cocos Islands,2007,575
51860, Cocos Islands,2008,568
51860, Cocos Islands,2009,565
51860, Cocos Islands,2010,565
51860, Cocos Islands,2011,561
51860, Cocos Islands,2012,546
51860, Cocos Islands,2013,547
51860, Cocos Islands,2014,556
51860, Cocos Islands,2015,555
51860, Cocos Islands,2016,546
51860, Cocos Islands,2017,569
51860, Cocos Islands,2018,571
51860, Cocos Islands,2019,599
51860, Cocos Islands,2020,605
51860, Cocos Islands,2021,602
12850, Fairfield,2001,187825
12850, Fairfield,2002,187089
12850, Fairfield,2003,186489
12850, Fairfield,2004,185562
12850, Fairfield,2005,185740
12850, Fairfield,2006,186117
12850, Fairfield,2007,187872
12850, Fairfield,2008,190654
12850, Fairfield,2009,193557
12850, Fairfield,2010,195174
12850, Fairfield,2011,196479
12850, Fairfield,2012,198106
12850, Fairfield,2013,200098
12850, Fairfield,2014,201788
12850, Fairfield,2015,203490
12850, Fairfield,2016,205675
12850, Fairfield,2017,208999
12850, Fairfield,2018,211179
12850, Fairfield,2019,212535
12850, Fairfield,2020,211770
12850, Fairfield,2021,209030
14350, Kempsey,2001,27164
14350, Kempsey,2002,27327
14350, Kempsey,2003,27466
14350, Kempsey,2004,27608
14350, Kempsey,2005,27936
14350, Kempsey,2006,28032
14350, Kempsey,2007,28193
14350, Kempsey,2008,28431
14350, Kempsey,2009,28775
14350, Kempsey,2010,28960
14350, Kempsey,2011,29128
14350, Kempsey,2012,29223
14350, Kempsey,2013,29284
14350, Kempsey,2014,29351
14350, Kempsey,2015,29379
14350, Kempsey,2016,29431
14350, Kempsey,2017,29754
14350, Kempsey,2018,30046
14350, Kempsey,2019,30301
14350, Kempsey,2020,30542
14350, Kempsey,2021,30816
44620, Mount Gambier,2001,23750
44620, Mount Gambier,2002,23863
44620, Mount Gambier,2003,24096
44620, Mount Gambier,2004,24211
44620, Mount Gambier,2005,24495
44620, Mount Gambier,2006,24626
44620, Mount Gambier,2007,25004
44620, Mount Gambier,2008,25222
44620, Mount Gambier,2009,25402
44620, Mount Gambier,2010,25712
44620, Mount Gambier,2011,25773
44620, Mount Gambier,2012,26147
44620, Mount Gambier,2013,26425
44620, Mount Gambier,2014,26710
44620, Mount Gambier,2015,26931
44620, Mount Gambier,2016,27061
44620, Mount Gambier,2017,27128
44620, Mount Gambier,2018,27271
44620, Mount Gambier,2019,27417
44620, Mount Gambier,2020,27610
44620, Mount Gambier,2021,27642
12730, Edward River,2001,10074
12730, Edward River,2002,9958
12730, Edward River,2003,9798
12730, Edward River,2004,9603
12730, Edward River,2005,9440
12730, Edward River,2006,9287
12730, Edward River,2007,9228
12730, Edward River,2008,9110
12730, Edward River,2009,9072
12730, Edward River,2010,8973
12730, Edward River,2011,8888
12730, Edward River,2012,8913
12730, Edward River,2013,8929
12730, Edward River,2014,8962
12730, Edward River,2015,9012
12730, Edward River,2016,8991
12730, Edward River,2017,8843
12730, Edward River,2018,8721
12730, Edward River,2019,8647
12730, Edward River,2020,8533
12730, Edward River,2021,8437
70700, Coomalie,2001,1125
70700, Coomalie,2002,1140
70700, Coomalie,2003,1157
70700, Coomalie,2004,1177
70700, Coomalie,2005,1206
70700, Coomalie,2006,1234
70700, Coomalie,2007,1240
70700, Coomalie,2008,1248
70700, Coomalie,2009,1262
70700, Coomalie,2010,1274
70700, Coomalie,2011,1275
70700, Coomalie,2012,1326
70700, Coomalie,2013,1369
70700, Coomalie,2014,1374
70700, Coomalie,2015,1396
70700, Coomalie,2016,1412
70700, Coomalie,2017,1433
70700, Coomalie,2018,1421
70700, Coomalie,2019,1415
70700, Coomalie,2020,1414
70700, Coomalie,2021,1403
14850, Lismore,2001,42721
14850, Lismore,2002,42749
14850, Lismore,2003,42681
14850, Lismore,2004,42764
14850, Lismore,2005,43011
14850, Lismore,2006,43338
14850, Lismore,2007,43636
14850, Lismore,2008,43750
14850, Lismore,2009,43940
14850, Lismore,2010,44190
14850, Lismore,2011,44348
14850, Lismore,2012,44388
14850, Lismore,2013,44408
14850, Lismore,2014,44327
14850, Lismore,2015,44212
14850, Lismore,2016,44122
14850, Lismore,2017,44113
14850, Lismore,2018,44147
14850, Lismore,2019,44167
14850, Lismore,2020,44230
14850, Lismore,2021,44344
11250, Broken Hill,2001,20929
11250, Broken Hill,2002,20681
11250, Broken Hill,2003,20403
11250, Broken Hill,2004,20111
11250, Broken Hill,2005,19915
11250, Broken Hill,2006,19753
11250, Broken Hill,2007,19708
11250, Broken Hill,2008,19604
11250, Broken Hill,2009,19421
11250, Broken Hill,2010,19267
11250, Broken Hill,2011,19151
11250, Broken Hill,2012,18985
11250, Broken Hill,2013,18802
11250, Broken Hill,2014,18627
11250, Broken Hill,2015,18360
11250, Broken Hill,2016,18114
11250, Broken Hill,2017,17985
11250, Broken Hill,2018,17897
11250, Broken Hill,2019,17778
11250, Broken Hill,2020,17688
11250, Broken Hill,2021,17661
53150, East Fremantle,2001,6787
53150, East Fremantle,2002,6907
53150, East Fremantle,2003,6971
53150, East Fremantle,2004,6984
53150, East Fremantle,2005,6985
53150, East Fremantle,2006,7074
53150, East Fremantle,2007,7098
53150, East Fremantle,2008,7154
53150, East Fremantle,2009,7244
53150, East Fremantle,2010,7270
53150, East Fremantle,2011,7443
53150, East Fremantle,2012,7602
53150, East Fremantle,2013,7740
53150, East Fremantle,2014,7769
53150, East Fremantle,2015,7731
53150, East Fremantle,2016,7680
53150, East Fremantle,2017,7804
53150, East Fremantle,2018,7878
53150, East Fremantle,2019,7946
53150, East Fremantle,2020,8051
53150, East Fremantle,2021,8065
55460, Merredin,2001,3783
55460, Merredin,2002,3715
55460, Merredin,2003,3656
55460, Merredin,2004,3496
55460, Merredin,2005,3442
55460, Merredin,2006,3408
55460, Merredin,2007,3352
55460, Merredin,2008,3348
55460, Merredin,2009,3348
55460, Merredin,2010,3354
55460, Merredin,2011,3374
55460, Merredin,2012,3395
55460, Merredin,2013,3379
55460, Merredin,2014,3380
55460, Merredin,2015,3385
55460, Merredin,2016,3395
55460, Merredin,2017,3388
55460, Merredin,2018,3353
55460, Merredin,2019,3291
55460, Merredin,2020,3261
55460, Merredin,2021,3221
45400, Orroroo Carrieton,2001,1013
45400, Orroroo Carrieton,2002,1010
45400, Orroroo Carrieton,2003,1009
45400, Orroroo Carrieton,2004,994
45400, Orroroo Carrieton,2005,970
45400, Orroroo Carrieton,2006,959
45400, Orroroo Carrieton,2007,958
45400, Orroroo Carrieton,2008,938
45400, Orroroo Carrieton,2009,915
45400, Orroroo Carrieton,2010,893
45400, Orroroo Carrieton,2011,884
45400, Orroroo Carrieton,2012,894
45400, Orroroo Carrieton,2013,895
45400, Orroroo Carrieton,2014,900
45400, Orroroo Carrieton,2015,911
45400, Orroroo Carrieton,2016,912
45400, Orroroo Carrieton,2017,898
45400, Orroroo Carrieton,2018,896
45400, Orroroo Carrieton,2019,900
45400, Orroroo Carrieton,2020,895
45400, Orroroo Carrieton,2021,891
50250, Ashburton,2001,5969
50250, Ashburton,2002,6138
50250, Ashburton,2003,6467
50250, Ashburton,2004,6925
50250, Ashburton,2005,7263
50250, Ashburton,2006,7608
50250, Ashburton,2007,7939
50250, Ashburton,2008,8480
50250, Ashburton,2009,9004
50250, Ashburton,2010,9510
50250, Ashburton,2011,10227
50250, Ashburton,2012,11194
50250, Ashburton,2013,12025
50250, Ashburton,2014,12515
50250, Ashburton,2015,13002
50250, Ashburton,2016,13311
50250, Ashburton,2017,12217
50250, Ashburton,2018,11159
50250, Ashburton,2019,10035
50250, Ashburton,2020,8947
50250, Ashburton,2021,7785
18450, Wollongong,2001,188275
18450, Wollongong,2002,189851
18450, Wollongong,2003,190475
18450, Wollongong,2004,190641
18450, Wollongong,2005,190721
18450, Wollongong,2006,190909
18450, Wollongong,2007,192770
18450, Wollongong,2008,195437
18450, Wollongong,2009,197887
18450, Wollongong,2010,200468
18450, Wollongong,2011,202068
18450, Wollongong,2012,203045
18450, Wollongong,2013,204707
18450, Wollongong,2014,206415
18450, Wollongong,2015,208313
18450, Wollongong,2016,210394
18450, Wollongong,2017,212075
18450, Wollongong,2018,213262
18450, Wollongong,2019,214251
18450, Wollongong,2020,214674
18450, Wollongong,2021,214657
24850, Mitchell,2001,27526
24850, Mitchell,2002,28179
24850, Mitchell,2003,29158
24850, Mitchell,2004,29862
24850, Mitchell,2005,30492
24850, Mitchell,2006,30723
24850, Mitchell,2007,31529
24850, Mitchell,2008,32302
24850, Mitchell,2009,32897
24850, Mitchell,2010,33892
24850, Mitchell,2011,35105
24850, Mitchell,2012,36384
24850, Mitchell,2013,37788
24850, Mitchell,2014,39084
24850, Mitchell,2015,40264
24850, Mitchell,2016,41795
24850, Mitchell,2017,43021
24850, Mitchell,2018,44512
24850, Mitchell,2019,46308
24850, Mitchell,2020,47984
24850, Mitchell,2021,49684
61410, Clarence,2001,49370
61410, Clarence,2002,49289
61410, Clarence,2003,49509
61410, Clarence,2004,49766
61410, Clarence,2005,50014
61410, Clarence,2006,50344
61410, Clarence,2007,50630
61410, Clarence,2008,51107
61410, Clarence,2009,51765
61410, Clarence,2010,52396
61410, Clarence,2011,52825
61410, Clarence,2012,53214
61410, Clarence,2013,53685
61410, Clarence,2014,54219
61410, Clarence,2015,54829
61410, Clarence,2016,55465
61410, Clarence,2017,56800
61410, Clarence,2018,58365
61410, Clarence,2019,59926
61410, Clarence,2020,61407
61410, Clarence,2021,62396
17750, Wagga Wagga,2001,56280
17750, Wagga Wagga,2002,56718
17750, Wagga Wagga,2003,56897
17750, Wagga Wagga,2004,57211
17750, Wagga Wagga,2005,57761
17750, Wagga Wagga,2006,58518
17750, Wagga Wagga,2007,59493
17750, Wagga Wagga,2008,60329
17750, Wagga Wagga,2009,61061
17750, Wagga Wagga,2010,61503
17750, Wagga Wagga,2011,61781
17750, Wagga Wagga,2012,62104
17750, Wagga Wagga,2013,62416
17750, Wagga Wagga,2014,62776
17750, Wagga Wagga,2015,63327
17750, Wagga Wagga,2016,63906
17750, Wagga Wagga,2017,64731
17750, Wagga Wagga,2018,65547
17750, Wagga Wagga,2019,66309
17750, Wagga Wagga,2020,67142
17750, Wagga Wagga,2021,67860
36300, Richmond,2001,1128
36300, Richmond,2002,1090
36300, Richmond,2003,1062
36300, Richmond,2004,1007
36300, Richmond,2005,975
36300, Richmond,2006,935
36300, Richmond,2007,908
36300, Richmond,2008,895
36300, Richmond,2009,898
36300, Richmond,2010,873
36300, Richmond,2011,847
36300, Richmond,2012,841
36300, Richmond,2013,839
36300, Richmond,2014,838
36300, Richmond,2015,820
36300, Richmond,2016,806
36300, Richmond,2017,791
36300, Richmond,2018,785
36300, Richmond,2019,778
36300, Richmond,2020,770
36300, Richmond,2021,769
40310, Barossa,2001,19418
40310, Barossa,2002,19619
40310, Barossa,2003,19920
40310, Barossa,2004,20370
40310, Barossa,2005,20751
40310, Barossa,2006,21096
40310, Barossa,2007,21357
40310, Barossa,2008,21641
40310, Barossa,2009,21889
40310, Barossa,2010,22257
40310, Barossa,2011,22525
40310, Barossa,2012,22853
40310, Barossa,2013,23138
40310, Barossa,2014,23468
40310, Barossa,2015,23829
40310, Barossa,2016,24200
40310, Barossa,2017,24477
40310, Barossa,2018,24839
40310, Barossa,2019,25084
40310, Barossa,2020,25368
40310, Barossa,2021,25569
17400, Tenterfield,2001,6842
17400, Tenterfield,2002,6808
17400, Tenterfield,2003,6709
17400, Tenterfield,2004,6650
17400, Tenterfield,2005,6630
17400, Tenterfield,2006,6666
17400, Tenterfield,2007,6731
17400, Tenterfield,2008,6796
17400, Tenterfield,2009,6882
17400, Tenterfield,2010,6941
17400, Tenterfield,2011,6990
17400, Tenterfield,2012,6925
17400, Tenterfield,2013,6834
17400, Tenterfield,2014,6769
17400, Tenterfield,2015,6713
17400, Tenterfield,2016,6697
17400, Tenterfield,2017,6725
17400, Tenterfield,2018,6760
17400, Tenterfield,2019,6784
17400, Tenterfield,2020,6766
17400, Tenterfield,2021,6798
26350, Stonnington,2001,89424
26350, Stonnington,2002,90370
26350, Stonnington,2003,91034
26350, Stonnington,2004,92061
26350, Stonnington,2005,92893
26350, Stonnington,2006,94056
26350, Stonnington,2007,95228
26350, Stonnington,2008,96841
26350, Stonnington,2009,98186
26350, Stonnington,2010,98728
26350, Stonnington,2011,98853
26350, Stonnington,2012,101410
26350, Stonnington,2013,103487
26350, Stonnington,2014,105894
26350, Stonnington,2015,108028
26350, Stonnington,2016,111003
26350, Stonnington,2017,112102
26350, Stonnington,2018,113287
26350, Stonnington,2019,113739
26350, Stonnington,2020,112524
26350, Stonnington,2021,106278
58050, Swan,2001,83797
58050, Swan,2002,86092
58050, Swan,2003,88350
58050, Swan,2004,90385
58050, Swan,2005,92342
58050, Swan,2006,95206
58050, Swan,2007,99153
58050, Swan,2008,103027
58050, Swan,2009,106847
58050, Swan,2010,109618
58050, Swan,2011,112802
58050, Swan,2012,118335
58050, Swan,2013,123643
58050, Swan,2014,128032
58050, Swan,2015,132127
58050, Swan,2016,136679
58050, Swan,2017,140546
58050, Swan,2018,144367
58050, Swan,2019,148889
58050, Swan,2020,154134
58050, Swan,2021,158691
35300, Mount Isa,2001,20743
35300, Mount Isa,2002,20276
35300, Mount Isa,2003,19997
35300, Mount Isa,2004,19908
35300, Mount Isa,2005,20153
35300, Mount Isa,2006,20374
35300, Mount Isa,2007,20711
35300, Mount Isa,2008,21381
35300, Mount Isa,2009,21607
35300, Mount Isa,2010,21830
35300, Mount Isa,2011,22079
35300, Mount Isa,2012,21958
35300, Mount Isa,2013,21822
35300, Mount Isa,2014,21261
35300, Mount Isa,2015,20586
35300, Mount Isa,2016,19606
35300, Mount Isa,2017,19371
35300, Mount Isa,2018,19257
35300, Mount Isa,2019,19182
35300, Mount Isa,2020,19351
35300, Mount Isa,2021,19226
54200, Kalamunda,2001,48743
54200, Kalamunda,2002,49063
54200, Kalamunda,2003,49419
54200, Kalamunda,2004,49909
54200, Kalamunda,2005,51052
54200, Kalamunda,2006,51423
54200, Kalamunda,2007,52560
54200, Kalamunda,2008,53540
54200, Kalamunda,2009,54487
54200, Kalamunda,2010,55572
54200, Kalamunda,2011,56492
54200, Kalamunda,2012,57669
54200, Kalamunda,2013,58622
54200, Kalamunda,2014,59113
54200, Kalamunda,2015,59298
54200, Kalamunda,2016,59201
54200, Kalamunda,2017,59377
54200, Kalamunda,2018,59511
54200, Kalamunda,2019,59837
54200, Kalamunda,2020,60450
54200, Kalamunda,2021,60803
46970, Roxby Downs,2001,3618
46970, Roxby Downs,2002,3801
46970, Roxby Downs,2003,3930
46970, Roxby Downs,2004,3969
46970, Roxby Downs,2005,4014
46970, Roxby Downs,2006,4186
46970, Roxby Downs,2007,4370
46970, Roxby Downs,2008,4566
46970, Roxby Downs,2009,4670
46970, Roxby Downs,2010,4735
46970, Roxby Downs,2011,4826
46970, Roxby Downs,2012,4728
46970, Roxby Downs,2013,4609
46970, Roxby Downs,2014,4418
46970, Roxby Downs,2015,4327
46970, Roxby Downs,2016,4052
46970, Roxby Downs,2017,4051
46970, Roxby Downs,2018,4106
46970, Roxby Downs,2019,4112
46970, Roxby Downs,2020,4148
46970, Roxby Downs,2021,4115
10650, Berrigan,2001,8075
10650, Berrigan,2002,8058
10650, Berrigan,2003,8035
10650, Berrigan,2004,8014
10650, Berrigan,2005,8076
10650, Berrigan,2006,8160
10650, Berrigan,2007,8204
10650, Berrigan,2008,8237
10650, Berrigan,2009,8282
10650, Berrigan,2010,8291
10650, Berrigan,2011,8297
10650, Berrigan,2012,8365
10650, Berrigan,2013,8436
10650, Berrigan,2014,8519
10650, Berrigan,2015,8568
10650, Berrigan,2016,8609
10650, Berrigan,2017,8632
10650, Berrigan,2018,8637
10650, Berrigan,2019,8636
10650, Berrigan,2020,8636
10650, Berrigan,2021,8612
33800, Hinchinbrook,2001,12172
33800, Hinchinbrook,2002,12046
33800, Hinchinbrook,2003,12004
33800, Hinchinbrook,2004,11851
33800, Hinchinbrook,2005,11814
33800, Hinchinbrook,2006,11810
33800, Hinchinbrook,2007,11822
33800, Hinchinbrook,2008,11826
33800, Hinchinbrook,2009,11829
33800, Hinchinbrook,2010,11808
33800, Hinchinbrook,2011,11817
33800, Hinchinbrook,2012,11763
33800, Hinchinbrook,2013,11613
33800, Hinchinbrook,2014,11412
33800, Hinchinbrook,2015,11181
33800, Hinchinbrook,2016,10968
33800, Hinchinbrook,2017,10953
33800, Hinchinbrook,2018,10951
33800, Hinchinbrook,2019,10903
33800, Hinchinbrook,2020,10930
33800, Hinchinbrook,2021,10992
9, Other Territories,2001,2584
9, Other Territories,2002,2397
9, Other Territories,2003,2336
9, Other Territories,2004,2356
9, Other Territories,2005,2381
9, Other Territories,2006,2379
9, Other Territories,2007,2514
9, Other Territories,2008,2683
9, Other Territories,2009,2876
9, Other Territories,2010,3055
9, Other Territories,2011,3117
9, Other Territories,2012,3033
9, Other Territories,2013,2962
9, Other Territories,2014,2896
9, Other Territories,2015,2851
9, Other Territories,2016,4608
9, Other Territories,2017,4665
9, Other Territories,2018,4716
