LGA_2021,Region,Year,Population Density
25810, Northern Grampians,2014,2.055367162
25810, Northern Grampians,2015,2.032155492
25810, Northern Grampians,2016,2.019240729
25810, Northern Grampians,2017,2.02203311
25810, Northern Grampians,2018,2.028665016
25810, Northern Grampians,2019,2.041230732
25810, Northern Grampians,2020,2.0571124
25810, Northern Grampians,2021,2.074215736
53640, Gnowangerup,2001,0.371625857
53640, Gnowangerup,2002,0.364357465
53640, Gnowangerup,2003,0.357089073
53640, Gnowangerup,2004,0.346538181
53640, Gnowangerup,2005,0.341379967
53640, Gnowangerup,2006,0.335752825
53640, Gnowangerup,2007,0.327077647
53640, Gnowangerup,2008,0.321450505
53640, Gnowangerup,2009,0.318402469
53640, Gnowangerup,2010,0.312540863
53640, Gnowangerup,2011,0.306444792
53640, Gnowangerup,2012,0.305272471
53640, Gnowangerup,2013,0.303396756
53640, Gnowangerup,2014,0.298941935
53640, Gnowangerup,2015,0.29425265
53640, Gnowangerup,2016,0.290032293
53640, Gnowangerup,2017,0.290266758
53640, Gnowangerup,2018,0.292142472
53640, Gnowangerup,2019,0.291204615
53640, Gnowangerup,2020,0.293314793
53640, Gnowangerup,2021,0.295424972
15350, Mosman,2001,3199.889021
15350, Mosman,2002,3195.727316
15350, Mosman,2003,3199.889021
15350, Mosman,2004,3206.478388
15350, Mosman,2005,3183.473406
15350, Mosman,2006,3187.172699
15350, Mosman,2007,3225.321665
15350, Mosman,2008,3285.666393
15350, Mosman,2009,3324.855785
15350, Mosman,2010,3367.628868
15350, Mosman,2011,3393.061512
15350, Mosman,2012,3408.089893
15350, Mosman,2013,3426.586361
15350, Mosman,2014,3450.284961
15350, Mosman,2015,3473.289944
15350, Mosman,2016,3498.144573
15350, Mosman,2017,3500.80344
15350, Mosman,2018,3495.601309
15350, Mosman,2019,3465.544548
15350, Mosman,2020,3409.245922
15350, Mosman,2021,3290.174907
16200, Parkes,2001,2.505533382
16200, Parkes,2002,2.501169218
16200, Parkes,2003,2.485391089
16200, Parkes,2004,2.465752353
16200, Parkes,2005,2.455177649
16200, Parkes,2006,2.450645634
16200, Parkes,2007,2.457863288
16200, Parkes,2008,2.476662762
16200, Parkes,2009,2.490090957
16200, Parkes,2010,2.515100971
16200, Parkes,2011,2.531718362
16200, Parkes,2012,2.525843527
16200, Parkes,2013,2.521479363
16200, Parkes,2014,2.516275938
16200, Parkes,2015,2.510065397
16200, Parkes,2016,2.505029824
16200, Parkes,2017,2.498651432
16200, Parkes,2018,2.488076728
16200, Parkes,2019,2.476830614
16200, Parkes,2020,2.45450624
16200, Parkes,2021,2.425971325
51960, Coolgardie,2001,0.141396882
51960, Coolgardie,2002,0.139944627
51960, Coolgardie,2003,0.139317517
51960, Coolgardie,2004,0.133739535
51960, Coolgardie,2005,0.132782366
51960, Coolgardie,2006,0.132188262
51960, Coolgardie,2007,0.131264099
51960, Coolgardie,2008,0.132386297
51960, Coolgardie,2009,0.133574506
51960, Coolgardie,2010,0.134663698
51960, Coolgardie,2011,0.136578034
51960, Coolgardie,2012,0.136710058
51960, Coolgardie,2013,0.138492371
51960, Coolgardie,2014,0.1335415
51960, Coolgardie,2015,0.128854675
51960, Coolgardie,2016,0.121956461
51960, Coolgardie,2017,0.121197328
51960, Coolgardie,2018,0.118655881
51960, Coolgardie,2019,0.117071602
51960, Coolgardie,2020,0.117236631
51960, Coolgardie,2021,0.12007513
54830, Kwinana,2001,181.7063751
54830, Kwinana,2002,183.6895052
54830, Kwinana,2003,186.6725327
54830, Kwinana,2004,188.2557038
54830, Kwinana,2005,192.0886442
54830, Kwinana,2006,199.8628474
54830, Kwinana,2007,207.9786822
54830, Kwinana,2008,220.6607156
54830, Kwinana,2009,233.7010456
54830, Kwinana,2010,242.7417856
54830, Kwinana,2011,255.7821157
54830, Kwinana,2012,272.3720819
54830, Kwinana,2013,289.1953575
54830, Kwinana,2014,303.6688739
54830, Kwinana,2015,317.909081
54830, Kwinana,2016,333.782454
54830, Kwinana,2017,347.4727174
54830, Kwinana,2018,360.1380858
54830, Kwinana,2019,372.9951013
54830, Kwinana,2020,386.0187664
54830, Kwinana,2021,397.1092963
70620, Central Desert,2001,0.016627685
70620, Central Desert,2002,0.016496171
70620, Central Desert,2003,0.016254468
70620, Central Desert,2004,0.016098073
70620, Central Desert,2005,0.015970113
70620, Central Desert,2006,0.01583149
70620, Central Desert,2007,0.015699975
70620, Central Desert,2008,0.015611114
70620, Central Desert,2009,0.015497372
70620, Central Desert,2010,0.01541562
70620, Central Desert,2011,0.015237898
70620, Central Desert,2012,0.015362303
70620, Central Desert,2013,0.015508035
70620, Central Desert,2014,0.015340977
70620, Central Desert,2015,0.015138373
70620, Central Desert,2016,0.014804256
70620, Central Desert,2017,0.014804256
70620, Central Desert,2018,0.014779375
70620, Central Desert,2019,0.014779375
70620, Central Desert,2020,0.014726058
70620, Central Desert,2021,0.014658523
47290, Southern Mallee,2001,0.403352922
47290, Southern Mallee,2002,0.39668883
47290, Southern Mallee,2003,0.390901593
47290, Southern Mallee,2004,0.387569547
47290, Southern Mallee,2005,0.385289726
47290, Southern Mallee,2006,0.383536018
47290, Southern Mallee,2007,0.381606938
47290, Southern Mallee,2008,0.379677859
47290, Southern Mallee,2009,0.377924151
47290, Southern Mallee,2010,0.374767476
47290, Southern Mallee,2011,0.372312284
47290, Southern Mallee,2012,0.369506351
47290, Southern Mallee,2013,0.366174305
47290, Southern Mallee,2014,0.363543742
47290, Southern Mallee,2015,0.36091318
47290, Southern Mallee,2016,0.361790034
47290, Southern Mallee,2017,0.360737809
47290, Southern Mallee,2018,0.360387067
47290, Southern Mallee,2019,0.359685584
47290, Southern Mallee,2020,0.358633359
47290, Southern Mallee,2021,0.355827426
34860, Maranoa,2001,0.210629053
34860, Maranoa,2002,0.210884505
34860, Maranoa,2003,0.211787104
34860, Maranoa,2004,0.212212858
34860, Maranoa,2005,0.212894064
34860, Maranoa,2006,0.214784413
34860, Maranoa,2007,0.217475178
34860, Maranoa,2008,0.220574668
34860, Maranoa,2009,0.223316524
34860, Maranoa,2010,0.226262742
34860, Maranoa,2011,0.228834297
34860, Maranoa,2012,0.228612905
34860, Maranoa,2013,0.23016265
34860, Maranoa,2014,0.228783206
34860, Maranoa,2015,0.226364923
34860, Maranoa,2016,0.220131884
34860, Maranoa,2017,0.220217034
34860, Maranoa,2018,0.220080793
34860, Maranoa,2019,0.218820561
34860, Maranoa,2020,0.219927522
34860, Maranoa,2021,0.220710909
26730, Warrnambool,2001,241.2593108
26730, Warrnambool,2002,245.2113995
26730, Warrnambool,2003,248.0225087
26730, Warrnambool,2004,250.2383242
26730, Warrnambool,2005,252.611231
26730, Warrnambool,2006,255.9680261
26730, Warrnambool,2007,259.4488407
26730, Warrnambool,2008,262.0615186
26730, Warrnambool,2009,264.8726278
26730, Warrnambool,2010,267.6341292
26730, Warrnambool,2011,270.0897157
26730, Warrnambool,2012,273.3307592
26730, Warrnambool,2013,276.3402996
26730, Warrnambool,2014,278.8702979
26730, Warrnambool,2015,281.1522571
26730, Warrnambool,2016,283.1117656
26730, Warrnambool,2017,285.2531693
26730, Warrnambool,2018,287.6508801
26730, Warrnambool,2019,289.8749635
26730, Warrnambool,2020,292.338818
26730, Warrnambool,2021,292.8431641
45340, Onkaparinga,2001,289.7348229
45340, Onkaparinga,2002,290.7442309
45340, Onkaparinga,2003,291.2923606
45340, Onkaparinga,2004,291.7343385
45340, Onkaparinga,2005,293.1837943
45340, Onkaparinga,2006,295.7661802
45340, Onkaparinga,2007,298.848445
45340, Onkaparinga,2008,302.5811314
45340, Onkaparinga,2009,307.392707
45340, Onkaparinga,2010,311.8530163
45340, Onkaparinga,2011,315.3521685
45340, Onkaparinga,2012,318.5212849
45340, Onkaparinga,2013,320.8566264
45340, Onkaparinga,2014,323.0414253
45340, Onkaparinga,2015,325.0814716
45340, Onkaparinga,2016,326.8937738
45340, Onkaparinga,2017,329.207885
45340, Onkaparinga,2018,331.5953374
45340, Onkaparinga,2019,334.6390016
45340, Onkaparinga,2020,338.2172852
45340, Onkaparinga,2021,340.8981029
15300, Moree Plains,2001,0.899752385
15300, Moree Plains,2002,0.884447434
15300, Moree Plains,2003,0.863389162
15300, Moree Plains,2004,0.8394263
15300, Moree Plains,2005,0.820714043
15300, Moree Plains,2006,0.804738802
15300, Moree Plains,2007,0.790662715
15300, Moree Plains,2008,0.785914829
15300, Moree Plains,2009,0.783066097
15300, Moree Plains,2010,0.783792244
15300, Moree Plains,2011,0.784406677
15300, Moree Plains,2012,0.780887655
15300, Moree Plains,2013,0.777815493
15300, Moree Plains,2014,0.773793754
15300, Moree Plains,2015,0.767202571
15300, Moree Plains,2016,0.761169963
15300, Moree Plains,2017,0.753461629
15300, Moree Plains,2018,0.745250579
15300, Moree Plains,2019,0.737095386
15300, Moree Plains,2020,0.727432041
15300, Moree Plains,2021,0.723968877
12350, Cowra,2001,4.62442423
12350, Cowra,2002,4.600570475
12350, Cowra,2003,4.574580563
12350, Cowra,2004,4.558559384
12350, Cowra,2005,4.547878598
12350, Cowra,2006,4.540758074
12350, Cowra,2007,4.517260346
12350, Cowra,2008,4.482725805
12350, Cowra,2009,4.467416679
12350, Cowra,2010,4.462076286
12350, Cowra,2011,4.458516024
12350, Cowra,2012,4.460652181
12350, Cowra,2013,4.454243709
12350, Cowra,2014,4.470264888
12350, Cowra,2015,4.487354145
12350, Cowra,2016,4.506935586
12350, Cowra,2017,4.517616372
12350, Cowra,2018,4.525448948
12350, Cowra,2019,4.525804974
12350, Cowra,2020,4.528653184
12350, Cowra,2021,4.540402048
43790, Loxton Waikerie,2001,1.570994594
43790, Loxton Waikerie,2002,1.56764575
43790, Loxton Waikerie,2003,1.565327319
43790, Loxton Waikerie,2004,1.556053595
43790, Loxton Waikerie,2005,1.548583095
43790, Loxton Waikerie,2006,1.532998086
43790, Loxton Waikerie,2007,1.528876431
43790, Loxton Waikerie,2008,1.516125061
43790, Loxton Waikerie,2009,1.502085673
43790, Loxton Waikerie,2010,1.4890767
43790, Loxton Waikerie,2011,1.478386157
43790, Loxton Waikerie,2012,1.482636613
43790, Loxton Waikerie,2013,1.490364717
43790, Loxton Waikerie,2014,1.503244889
43790, Loxton Waikerie,2015,1.509040966
43790, Loxton Waikerie,2016,1.51084419
43790, Loxton Waikerie,2017,1.511745802
43790, Loxton Waikerie,2018,1.518185889
43790, Loxton Waikerie,2019,1.525913992
43790, Loxton Waikerie,2020,1.53029325
43790, Loxton Waikerie,2021,1.535574121
62010, Flinders (Tas.),2001,0.448757413
62010, Flinders (Tas.),2002,0.445251495
62010, Flinders (Tas.),2003,0.444249805
62010, Flinders (Tas.),2004,0.446253186
62010, Flinders (Tas.),2005,0.449258258
62010, Flinders (Tas.),2006,0.448757413
62010, Flinders (Tas.),2007,0.441244733
62010, Flinders (Tas.),2008,0.434232898
62010, Flinders (Tas.),2009,0.425217682
62010, Flinders (Tas.),2010,0.420209229
62010, Flinders (Tas.),2011,0.405183869
62010, Flinders (Tas.),2012,0.414199085
62010, Flinders (Tas.),2013,0.423214301
62010, Flinders (Tas.),2014,0.43623628
62010, Flinders (Tas.),2015,0.450760794
62010, Flinders (Tas.),2016,0.470293762
62010, Flinders (Tas.),2017,0.471295452
62010, Flinders (Tas.),2018,0.478808132
62010, Flinders (Tas.),2019,0.479809823
62010, Flinders (Tas.),2020,0.473799679
62010, Flinders (Tas.),2021,0.469792916
47800, Coorong,2001,0.66712448
47800, Coorong,2002,0.669615018
47800, Coorong,2003,0.665652799
47800, Coorong,2004,0.66531318
47800, Coorong,2005,0.66078493
47800, Coorong,2006,0.660898136
47800, Coorong,2007,0.657615155
47800, Coorong,2008,0.650822779
47800, Coorong,2009,0.646181323
47800, Coorong,2010,0.641539866
47800, Coorong,2011,0.640407803
47800, Coorong,2012,0.637577647
47800, Coorong,2013,0.634181459
47800, Coorong,2014,0.630785271
47800, Coorong,2015,0.627728702
47800, Coorong,2016,0.625464577
47800, Coorong,2017,0.625804196
47800, Coorong,2018,0.626709846
47800, Coorong,2019,0.628181527
47800, Coorong,2020,0.630898478
47800, Coorong,2021,0.63384184
25620, Murrindindi,2001,3.416972303
25620, Murrindindi,2002,3.440685168
25620, Murrindindi,2003,3.4525416
25620, Murrindindi,2004,3.448933121
25620, Murrindindi,2005,3.472388237
25620, Murrindindi,2006,3.521618207
25620, Murrindindi,2007,3.528577418
25620, Murrindindi,2008,3.543526832
25620, Murrindindi,2009,3.441458413
25620, Murrindindi,2010,3.432694963
25620, Murrindindi,2011,3.437076688
25620, Murrindindi,2012,3.468264261
25620, Murrindindi,2013,3.495843354
25620, Murrindindi,2014,3.527804172
25620, Murrindindi,2015,3.569301686
25620, Murrindindi,2016,3.621882387
25620, Murrindindi,2017,3.681164549
25620, Murrindindi,2018,3.749725659
25620, Murrindindi,2019,3.793800658
25620, Murrindindi,2020,3.82679247
25620, Murrindindi,2021,3.900766299
51820, Cockburn,2001,412.9950012
51820, Cockburn,2002,422.5757183
51820, Cockburn,2003,429.9532873
51820, Cockburn,2004,440.2068577
51820, Cockburn,2005,450.9963291
51820, Cockburn,2006,463.4470932
51820, Cockburn,2007,485.0081725
51820, Cockburn,2008,505.5867668
51820, Cockburn,2009,529.5594001
51820, Cockburn,2010,545.5947458
51820, Cockburn,2011,565.8875263
51820, Cockburn,2012,590.4258328
51820, Cockburn,2013,612.0405022
51820, Cockburn,2014,624.657991
51820, Cockburn,2015,635.9476365
51820, Cockburn,2016,644.8793181
51820, Cockburn,2017,658.1220246
51820, Cockburn,2018,673.2165665
51820, Cockburn,2019,689.1804587
51820, Cockburn,2020,710.0984569
51820, Cockburn,2021,727.699824
36070, Pormpuraaw,2001,0.140602645
36070, Pormpuraaw,2002,0.141512694
36070, Pormpuraaw,2003,0.141512694
36070, Pormpuraaw,2004,0.141740207
36070, Pormpuraaw,2005,0.141740207
36070, Pormpuraaw,2006,0.141285182
36070, Pormpuraaw,2007,0.147200504
36070, Pormpuraaw,2008,0.150613189
36070, Pormpuraaw,2009,0.153115825
36070, Pormpuraaw,2010,0.157211048
36070, Pormpuraaw,2011,0.162671345
36070, Pormpuraaw,2012,0.16608403
36070, Pormpuraaw,2013,0.167676617
36070, Pormpuraaw,2014,0.169951741
36070, Pormpuraaw,2015,0.173819451
36070, Pormpuraaw,2016,0.178597211
36070, Pormpuraaw,2017,0.176094575
36070, Pormpuraaw,2018,0.169041691
36070, Pormpuraaw,2019,0.16130627
36070, Pormpuraaw,2020,0.153343338
36070, Pormpuraaw,2021,0.143787818
52800, Derby-West Kimberley,2001,0.071000845
52800, Derby-West Kimberley,2002,0.070341032
52800, Derby-West Kimberley,2003,0.065154404
52800, Derby-West Kimberley,2004,0.065321445
52800, Derby-West Kimberley,2005,0.065830921
52800, Derby-West Kimberley,2006,0.067609909
52800, Derby-West Kimberley,2007,0.069046463
52800, Derby-West Kimberley,2008,0.071167886
52800, Derby-West Kimberley,2009,0.0726462
52800, Derby-West Kimberley,2010,0.073715264
52800, Derby-West Kimberley,2011,0.074884552
52800, Derby-West Kimberley,2012,0.077974813
52800, Derby-West Kimberley,2013,0.079269382
52800, Derby-West Kimberley,2014,0.074032642
52800, Derby-West Kimberley,2015,0.071577137
52800, Derby-West Kimberley,2016,0.069856613
52800, Derby-West Kimberley,2017,0.069288673
52800, Derby-West Kimberley,2018,0.069739684
52800, Derby-West Kimberley,2019,0.069597699
52800, Derby-West Kimberley,2020,0.069973542
52800, Derby-West Kimberley,2021,0.070274216
56790, Northampton,2001,0.26682687
56790, Northampton,2002,0.267703803
56790, Northampton,2003,0.26746464
56790, Northampton,2004,0.268580737
56790, Northampton,2005,0.266667428
56790, Northampton,2006,0.265790494
56790, Northampton,2007,0.26483384
56790, Northampton,2008,0.264514955
56790, Northampton,2009,0.263797464
56790, Northampton,2010,0.262920531
56790, Northampton,2011,0.261565271
56790, Northampton,2012,0.268740179
56790, Northampton,2013,0.273603172
56790, Northampton,2014,0.270175161
56790, Northampton,2015,0.267624082
56790, Northampton,2016,0.265870216
56790, Northampton,2017,0.263717743
56790, Northampton,2018,0.261644992
56790, Northampton,2019,0.260528895
56790, Northampton,2020,0.261963877
56790, Northampton,2021,0.265870216
12150, Coonamble,2001,0.483761004
12150, Coonamble,2002,0.472970421
12150, Coonamble,2003,0.461675605
12150, Coonamble,2004,0.451389255
12150, Coonamble,2005,0.443119836
12150, Coonamble,2006,0.434144491
12150, Coonamble,2007,0.428900469
12150, Coonamble,2008,0.426883538
12150, Coonamble,2009,0.425875072
12150, Coonamble,2010,0.425975919
12150, Coonamble,2011,0.426177612
12150, Coonamble,2012,0.422950522
12150, Coonamble,2013,0.420328511
12150, Coonamble,2014,0.416899727
12150, Coonamble,2015,0.412563325
12150, Coonamble,2016,0.408529462
12150, Coonamble,2017,0.405504065
12150, Coonamble,2018,0.400562583
12150, Coonamble,2019,0.395217714
12150, Coonamble,2020,0.389772
12150, Coonamble,2021,0.386645756
52660, Dardanup,2001,17.09960238
52660, Dardanup,2002,17.53512779
52660, Dardanup,2003,17.90599003
52660, Dardanup,2004,18.33390801
52660, Dardanup,2005,19.43508361
52660, Dardanup,2006,20.61043165
52660, Dardanup,2007,21.20000753
52660, Dardanup,2008,22.15283823
52660, Dardanup,2009,23.09615964
52660, Dardanup,2010,23.83217856
52660, Dardanup,2011,24.44267487
52660, Dardanup,2012,25.46016873
52660, Dardanup,2013,26.29128053
52660, Dardanup,2014,26.69447436
52660, Dardanup,2015,26.98736044
52660, Dardanup,2016,27.08435519
52660, Dardanup,2017,27.42859143
52660, Dardanup,2018,27.61687534
52660, Dardanup,2019,28.01246173
52660, Dardanup,2020,28.45559457
52660, Dardanup,2021,28.90633484
15270, Mid-Western Regional,2001,2.513979562
15270, Mid-Western Regional,2002,2.513865306
15270, Mid-Western Regional,2003,2.497869436
15270, Mid-Western Regional,2004,2.480045466
15270, Mid-Western Regional,2005,2.473304349
15270, Mid-Western Regional,2006,2.472618812
15270, Mid-Western Regional,2007,2.500725841
15270, Mid-Western Regional,2008,2.53488845
15270, Mid-Western Regional,2009,2.56722296
15270, Mid-Western Regional,2010,2.602071106
15270, Mid-Western Regional,2011,2.630178136
15270, Mid-Western Regional,2012,2.667082894
15270, Mid-Western Regional,2013,2.712671125
15270, Mid-Western Regional,2014,2.748890346
15270, Mid-Western Regional,2015,2.784881055
15270, Mid-Western Regional,2016,2.804533125
15270, Mid-Western Regional,2017,2.842009164
15270, Mid-Western Regional,2018,2.873772393
15270, Mid-Western Regional,2019,2.899708554
15270, Mid-Western Regional,2020,2.917875293
15270, Mid-Western Regional,2021,2.936841825
36150, Quilpie,2001,0.016109257
36150, Quilpie,2002,0.015782918
36150, Quilpie,2003,0.01550108
36150, Quilpie,2004,0.015204409
36150, Quilpie,2005,0.015115407
36150, Quilpie,2006,0.015011572
36150, Quilpie,2007,0.014744568
36150, Quilpie,2008,0.014714901
36150, Quilpie,2009,0.014774235
36150, Quilpie,2010,0.01487807
36150, Quilpie,2011,0.014937405
36150, Quilpie,2012,0.014581399
36150, Quilpie,2013,0.01400289
36150, Quilpie,2014,0.013572716
36150, Quilpie,2015,0.012875538
36150, Quilpie,2016,0.012237695
36150, Quilpie,2017,0.011941024
36150, Quilpie,2018,0.011451516
36150, Quilpie,2019,0.011021342
36150, Quilpie,2020,0.010709837
36150, Quilpie,2021,0.010413166
64810, Sorell,2001,18.76587841
64810, Sorell,2002,18.89606615
64810, Sorell,2003,19.15301565
64810, Sorell,2004,19.5418659
64810, Sorell,2005,20.10715479
64810, Sorell,2006,20.63989675
64810, Sorell,2007,21.05958094
64810, Sorell,2008,21.62486983
64810, Sorell,2009,22.1558988
64810, Sorell,2010,22.56016601
64810, Sorell,2011,22.86165342
64810, Sorell,2012,23.15114986
64810, Sorell,2013,23.52972212
64810, Sorell,2014,23.9494063
64810, Sorell,2015,24.32455257
64810, Sorell,2016,24.80761763
64810, Sorell,2017,25.64698599
64810, Sorell,2018,26.57029119
64810, Sorell,2019,27.5398473
64810, Sorell,2020,28.50426442
64810, Sorell,2021,29.0781183
57840, South Perth,2001,1898.200026
57840, South Perth,2002,1936.107494
57840, South Perth,2003,1965.736899
57840, South Perth,2004,1992.842505
57840, South Perth,2005,2020.301443
57840, South Perth,2006,2045.135629
57840, South Perth,2007,2081.276437
57840, South Perth,2008,2126.805778
57840, South Perth,2009,2166.681809
57840, South Perth,2010,2169.811321
57840, South Perth,2011,2201.66167
57840, South Perth,2012,2225.94062
57840, South Perth,2013,2238.509141
57840, South Perth,2014,2233.61297
57840, South Perth,2015,2225.789192
57840, South Perth,2016,2214.835903
57840, South Perth,2017,2217.00637
57840, South Perth,2018,2223.568249
57840, South Perth,2019,2252.289086
57840, South Perth,2020,2280.55564
57840, South Perth,2021,2270.510918
34710, Longreach,2001,0.111825217
34710, Longreach,2002,0.112022396
34710, Longreach,2003,0.109606951
34710, Longreach,2004,0.107930929
34710, Longreach,2005,0.105589427
34710, Longreach,2006,0.102878213
34710, Longreach,2007,0.102878213
34710, Longreach,2008,0.103346514
34710, Longreach,2009,0.103987346
34710, Longreach,2010,0.104751415
34710, Longreach,2011,0.105885195
34710, Longreach,2012,0.103938051
34710, Longreach,2013,0.101152896
34710, Longreach,2014,0.099255047
34710, Longreach,2015,0.093955858
34710, Longreach,2016,0.091860829
34710, Longreach,2017,0.090258749
34710, Longreach,2018,0.090110865
34710, Longreach,2019,0.090160159
34710, Longreach,2020,0.090184807
34710, Longreach,2021,0.091022818
51750, Claremont,2001,1849.699318
51750, Claremont,2002,1860.596521
51750, Claremont,2003,1866.045122
51750, Claremont,2004,1870.081124
51750, Claremont,2005,1886.628728
51750, Claremont,2006,1895.507931
51750, Claremont,2007,1909.633935
51750, Claremont,2008,1931.428341
51750, Claremont,2009,1960.689349
51750, Claremont,2010,1974.209953
51750, Claremont,2011,2002.663761
51750, Claremont,2012,2017.798765
51750, Claremont,2013,2062.396577
51750, Claremont,2014,2090.043185
51750, Claremont,2015,2121.927594
51750, Claremont,2016,2145.538201
51750, Claremont,2017,2159.664205
51750, Claremont,2018,2193.970214
51750, Claremont,2019,2234.330226
51750, Claremont,2020,2325.745651
51750, Claremont,2021,2349.961658
58820, Waroona,2001,4.251236289
58820, Waroona,2002,4.212785311
58820, Waroona,2003,4.18514867
58820, Waroona,2004,4.230809207
58820, Waroona,2005,4.296896826
58820, Waroona,2006,4.342557363
58820, Waroona,2007,4.314920722
58820, Waroona,2008,4.356976479
58820, Waroona,2009,4.397830644
58820, Waroona,2010,4.430273657
58820, Waroona,2011,4.469926228
58820, Waroona,2012,4.590085535
58820, Waroona,2013,4.723462366
58820, Waroona,2014,4.874863093
58820, Waroona,2015,4.966184167
58820, Waroona,2016,5.001030366
58820, Waroona,2017,5.010643111
58820, Waroona,2018,5.047892496
58820, Waroona,2019,5.11998808
58820, Waroona,2020,5.195688444
58820, Waroona,2021,5.235341015
11400, Cabonne,2001,2.066801303
11400, Cabonne,2002,2.071948796
11400, Cabonne,2003,2.072612988
11400, Cabonne,2004,2.076598144
11400, Cabonne,2005,2.082741925
11400, Cabonne,2006,2.097852307
11400, Cabonne,2007,2.109807773
11400, Cabonne,2008,2.125250251
11400, Cabonne,2009,2.14683651
11400, Cabonne,2010,2.170415348
11400, Cabonne,2011,2.193662088
11400, Cabonne,2012,2.212093433
11400, Cabonne,2013,2.237166703
11400, Cabonne,2014,2.242646292
11400, Cabonne,2015,2.243476533
11400, Cabonne,2016,2.254435711
11400, Cabonne,2017,2.270376333
11400, Cabonne,2018,2.277018259
11400, Cabonne,2019,2.283328088
11400, Cabonne,2020,2.289305822
11400, Cabonne,2021,2.284822522
50210, Armadale,2001,93.63464562
50210, Armadale,2002,93.30043405
50210, Armadale,2003,93.02341376
50210, Armadale,2004,93.00911593
50210, Armadale,2005,92.56945792
50210, Armadale,2006,93.47022068
50210, Armadale,2007,96.03667963
50210, Armadale,2008,99.74338985
50210, Armadale,2009,104.5671174
50210, Armadale,2010,110.5543301
50210, Armadale,2011,116.8757544
50210, Armadale,2012,123.4992202
50210, Armadale,2013,129.863538
50210, Armadale,2014,135.0411366
50210, Armadale,2015,140.9193285
50210, Armadale,2016,146.5902019
50210, Armadale,2017,151.7946089
50210, Armadale,2018,157.5870139
50210, Armadale,2019,163.8530341
50210, Armadale,2020,170.0636503
50210, Armadale,2021,174.5227834
16100, Oberon,2001,1.450188094
16100, Oberon,2002,1.453498396
16100, Oberon,2003,1.446326075
16100, Oberon,2004,1.436946886
16100, Oberon,2005,1.432533151
16100, Oberon,2006,1.428671132
16100, Oberon,2007,1.425084971
16100, Oberon,2008,1.423705679
16100, Oberon,2009,1.432257292
16100, Oberon,2010,1.436395169
16100, Oberon,2011,1.436946886
16100, Oberon,2012,1.444119207
16100, Oberon,2013,1.462050009
16100, Oberon,2014,1.467015462
16100, Oberon,2015,1.470049906
16100, Oberon,2016,1.475567075
16100, Oberon,2017,1.491291009
16100, Oberon,2018,1.502877066
16100, Oberon,2019,1.511980396
16100, Oberon,2020,1.524945746
16100, Oberon,2021,1.534876651
26700, Wangaratta,2001,7.204172955
26700, Wangaratta,2002,7.22639451
26700, Wangaratta,2003,7.236545096
26700, Wangaratta,2004,7.260138351
26700, Wangaratta,2005,7.299643336
26700, Wangaratta,2006,7.345732485
26700, Wangaratta,2007,7.371794801
26700, Wangaratta,2008,7.408556385
26700, Wangaratta,2009,7.437636443
26700, Wangaratta,2010,7.462052719
26700, Wangaratta,2011,7.465344801
26700, Wangaratta,2012,7.52734568
26700, Wangaratta,2013,7.585505797
26700, Wangaratta,2014,7.643665913
26700, Wangaratta,2015,7.720755502
26700, Wangaratta,2016,7.84393424
26700, Wangaratta,2017,7.93830726
26700, Wangaratta,2018,8.021981013
26700, Wangaratta,2019,8.066424121
26700, Wangaratta,2020,8.084256232
26700, Wangaratta,2021,8.158876759
10500, Bayside (NSW),2001,2549.861321
10500, Bayside (NSW),2002,2555.827295
10500, Bayside (NSW),2003,2579.948005
10500, Bayside (NSW),2004,2590.73417
10500, Bayside (NSW),2005,2609.856896
10500, Bayside (NSW),2006,2631.448981
10500, Bayside (NSW),2007,2683.3253
10500, Bayside (NSW),2008,2756.912233
10500, Bayside (NSW),2009,2815.603986
10500, Bayside (NSW),2010,2850.530616
10500, Bayside (NSW),2011,2864.161484
10500, Bayside (NSW),2012,2924.275588
10500, Bayside (NSW),2013,2989.091354
10500, Bayside (NSW),2014,3061.611524
10500, Bayside (NSW),2015,3145.411731
10500, Bayside (NSW),2016,3250.349661
10500, Bayside (NSW),2017,3331.937322
10500, Bayside (NSW),2018,3380.988692
10500, Bayside (NSW),2019,3429.249868
10500, Bayside (NSW),2020,3472.15747
10500, Bayside (NSW),2021,3478.06418
15520, Murray River,2001,0.92699865
15520, Murray River,2002,0.926745763
15520, Murray River,2003,0.924385486
15520, Murray River,2004,0.921266549
15520, Murray River,2005,0.921519436
15520, Murray River,2006,0.928937448
15520, Murray River,2007,0.934163775
15520, Murray River,2008,0.940823127
15520, Murray River,2009,0.946302341
15520, Murray River,2010,0.949084095
15520, Murray River,2011,0.948915504
15520, Murray River,2012,0.959452454
15520, Murray River,2013,0.970663768
15520, Murray River,2014,0.981369308
15520, Murray River,2015,0.99089471
15520, Murray River,2016,1.000757295
15520, Murray River,2017,1.013233043
15520, Murray River,2018,1.029417797
15520, Murray River,2019,1.03987045
15520, Murray River,2020,1.057656821
15520, Murray River,2021,1.077297694
36960, Torres Strait Island,2001,8.660423842
36960, Torres Strait Island,2002,8.80326778
36960, Torres Strait Island,2003,8.9522336
36960, Torres Strait Island,2004,8.978761759
36960, Torres Strait Island,2005,9.152215112
36960, Torres Strait Island,2006,9.280774655
36960, Torres Strait Island,2007,9.339952857
