LGA_2021,Region,Year,Population Density
10900, Blue Mountains,2001,53.4732978
10900, Blue Mountains,2002,53.56273672
10900, Blue Mountains,2003,53.55924302
10900, Blue Mountains,2004,53.40901357
10900, Blue Mountains,2005,53.08409872
10900, Blue Mountains,2006,52.82486559
10900, Blue Mountains,2007,53.24271307
10900, Blue Mountains,2008,53.87437548
10900, Blue Mountains,2009,54.4103103
10900, Blue Mountains,2010,54.66045979
10900, Blue Mountains,2011,54.88824956
10900, Blue Mountains,2012,54.87357598
10900, Blue Mountains,2013,54.99445828
10900, Blue Mountains,2014,55.10765442
10900, Blue Mountains,2015,55.12302674
10900, Blue Mountains,2016,55.08529469
10900, Blue Mountains,2017,55.16425249
10900, Blue Mountains,2018,55.21945308
10900, Blue Mountains,2019,55.17892606
10900, Blue Mountains,2020,55.12442422
10900, Blue Mountains,2021,54.75339243
13310, Goulburn Mulwaree,2001,8.198865643
13310, Goulburn Mulwaree,2002,8.237684559
13310, Goulburn Mulwaree,2003,8.253212126
13310, Goulburn Mulwaree,2004,8.247932753
13310, Goulburn Mulwaree,2005,8.265323627
13310, Goulburn Mulwaree,2006,8.290167734
13310, Goulburn Mulwaree,2007,8.323707277
13310, Goulburn Mulwaree,2008,8.43643741
13310, Goulburn Mulwaree,2009,8.587986458
13310, Goulburn Mulwaree,2010,8.721212979
13310, Goulburn Mulwaree,2011,8.808167351
13310, Goulburn Mulwaree,2012,8.922139689
13310, Goulburn Mulwaree,2013,9.064061646
13310, Goulburn Mulwaree,2014,9.156916494
13310, Goulburn Mulwaree,2015,9.259087881
13310, Goulburn Mulwaree,2016,9.397593774
13310, Goulburn Mulwaree,2017,9.51125556
13310, Goulburn Mulwaree,2018,9.638581605
13310, Goulburn Mulwaree,2019,9.764354894
13310, Goulburn Mulwaree,2020,9.897891965
13310, Goulburn Mulwaree,2021,9.980498619
35010, Moreton Bay,2001,138.6557172
35010, Moreton Bay,2002,142.810069
35010, Moreton Bay,2003,147.9455748
35010, Moreton Bay,2004,153.2652613
35010, Moreton Bay,2005,158.2606722
35010, Moreton Bay,2006,162.4870308
35010, Moreton Bay,2007,168.7726861
35010, Moreton Bay,2008,175.1181022
35010, Moreton Bay,2009,181.4605792
35010, Moreton Bay,2010,186.8047578
35010, Moreton Bay,2011,191.063446
35010, Moreton Bay,2012,196.5188187
35010, Moreton Bay,2013,201.1718299
35010, Moreton Bay,2014,205.6181277
35010, Moreton Bay,2015,210.1393714
35010, Moreton Bay,2016,215.1837665
35010, Moreton Bay,2017,219.8024888
35010, Moreton Bay,2018,224.5098725
35010, Moreton Bay,2019,229.1472087
35010, Moreton Bay,2020,233.8580213
35010, Moreton Bay,2021,237.2932847
36630, South Burnett,2001,3.299028653
36630, South Burnett,2002,3.333747735
36630, South Burnett,2003,3.370614389
36630, South Burnett,2004,3.415832713
36630, South Burnett,2005,3.465942728
36630, South Burnett,2006,3.543374633
36630, South Burnett,2007,3.5928881
36630, South Burnett,2008,3.648844284
36630, South Burnett,2009,3.719236925
36630, South Burnett,2010,3.760398723
36630, South Burnett,2011,3.794401948
36630, South Burnett,2012,3.858471182
36630, South Burnett,2013,3.895099217
36630, South Burnett,2014,3.890207525
36630, South Burnett,2015,3.888179262
36630, South Burnett,2016,3.892474406
36630, South Burnett,2017,3.900229528
36630, South Burnett,2018,3.903689505
36630, South Burnett,2019,3.915262532
36630, South Burnett,2020,3.93769273
36630, South Burnett,2021,3.975991099
14600, Lachlan,2001,0.511148465
14600, Lachlan,2002,0.502997881
14600, Lachlan,2003,0.492108168
14600, Lachlan,2004,0.481953343
14600, Lachlan,2005,0.47239979
14600, Lachlan,2006,0.46311347
14600, Lachlan,2007,0.455697775
14600, Lachlan,2008,0.453827149
14600, Lachlan,2009,0.452891837
14600, Lachlan,2010,0.451956524
14600, Lachlan,2011,0.454428422
14600, Lachlan,2012,0.450887595
14600, Lachlan,2013,0.446344647
14600, Lachlan,2014,0.442536587
14600, Lachlan,2015,0.436991518
14600, Lachlan,2016,0.430511137
14600, Lachlan,2017,0.427504774
14600, Lachlan,2018,0.423095442
14600, Lachlan,2019,0.41835207
14600, Lachlan,2020,0.414811243
14600, Lachlan,2021,0.410802759
27630, Yarriambiack,2001,1.117148073
27630, Yarriambiack,2002,1.104999224
27630, Yarriambiack,2003,1.089574281
27630, Yarriambiack,2004,1.071146252
27630, Yarriambiack,2005,1.053127735
27630, Yarriambiack,2006,1.038658319
27630, Yarriambiack,2007,1.024461912
27630, Yarriambiack,2008,1.015316149
27630, Yarriambiack,2009,1.011767047
27630, Yarriambiack,2010,0.998116655
27630, Yarriambiack,2011,0.98050765
27630, Yarriambiack,2012,0.968495305
27630, Yarriambiack,2013,0.959895558
27630, Yarriambiack,2014,0.945153135
27630, Yarriambiack,2015,0.931775751
27630, Yarriambiack,2016,0.920445926
27630, Yarriambiack,2017,0.915258777
27630, Yarriambiack,2018,0.91362073
27630, Yarriambiack,2019,0.910344636
27630, Yarriambiack,2020,0.905430494
27630, Yarriambiack,2021,0.888777016
36720, Sunshine Coast,2001,88.26266425
36720, Sunshine Coast,2002,91.29791208
36720, Sunshine Coast,2003,95.36162132
36720, Sunshine Coast,2004,99.00516103
36720, Sunshine Coast,2005,102.1220469
36720, Sunshine Coast,2006,104.9997866
36720, Sunshine Coast,2007,107.952509
36720, Sunshine Coast,2008,111.276152
36720, Sunshine Coast,2009,114.4915359
36720, Sunshine Coast,2010,116.7126221
36720, Sunshine Coast,2011,118.5707741
36720, Sunshine Coast,2012,121.9370108
36720, Sunshine Coast,2013,125.1053641
36720, Sunshine Coast,2014,128.0705097
36720, Sunshine Coast,2015,131.027669
36720, Sunshine Coast,2016,134.3659535
36720, Sunshine Coast,2017,138.222462
36720, Sunshine Coast,2018,142.3380823
36720, Sunshine Coast,2019,146.533566
36720, Sunshine Coast,2020,150.3741017
36720, Sunshine Coast,2021,153.8024543
16400, Port Stephens,2001,68.15769661
16400, Port Stephens,2002,69.3191115
16400, Port Stephens,2003,70.37218979
16400, Port Stephens,2004,71.35770332
16400, Port Stephens,2005,72.12887348
16400, Port Stephens,2006,72.37816414
16400, Port Stephens,2007,73.88439227
16400, Port Stephens,2008,74.92232674
16400, Port Stephens,2009,76.32604282
16400, Port Stephens,2010,77.40474913
16400, Port Stephens,2011,78.2982348
16400, Port Stephens,2012,79.22783267
16400, Port Stephens,2013,80.08753597
16400, Port Stephens,2014,81.00431983
16400, Port Stephens,2015,81.84305476
16400, Port Stephens,2016,82.84254721
16400, Port Stephens,2017,83.62303665
16400, Port Stephens,2018,84.48506976
16400, Port Stephens,2019,85.48805694
16400, Port Stephens,2020,86.54113523
16400, Port Stephens,2021,87.69672557
11750, Cobar,2001,0.109489008
11750, Cobar,2002,0.109357358
11750, Cobar,2003,0.108589399
11750, Cobar,2004,0.107799498
11750, Cobar,2005,0.107799498
11750, Cobar,2006,0.108413866
11750, Cobar,2007,0.108699108
11750, Cobar,2008,0.107229015
11750, Cobar,2009,0.106482997
11750, Cobar,2010,0.106285522
11750, Cobar,2011,0.104925138
11750, Cobar,2012,0.104420479
11750, Cobar,2013,0.104003587
11750, Cobar,2014,0.103718345
11750, Cobar,2015,0.103191745
11750, Cobar,2016,0.102840678
11750, Cobar,2017,0.100997576
11750, Cobar,2018,0.099264183
11750, Cobar,2019,0.096433706
11750, Cobar,2020,0.092286727
11750, Cobar,2021,0.089917025
26170, South Gippsland,2001,7.815356633
26170, South Gippsland,2002,7.822637456
26170, South Gippsland,2003,7.860255041
26170, South Gippsland,2004,7.874513319
26170, South Gippsland,2005,7.908187125
26170, South Gippsland,2006,7.926389182
26170, South Gippsland,2007,7.993736793
26170, South Gippsland,2008,8.056230523
26170, South Gippsland,2009,8.161499087
26170, South Gippsland,2010,8.243408345
26170, South Gippsland,2011,8.346249968
26170, South Gippsland,2012,8.471844163
26170, South Gippsland,2013,8.577112727
26170, South Gippsland,2014,8.652347897
26170, South Gippsland,2015,8.731223478
26170, South Gippsland,2016,8.834671837
26170, South Gippsland,2017,8.902626184
26170, South Gippsland,2018,8.972704104
26170, South Gippsland,2019,9.066748066
26170, South Gippsland,2020,9.168376219
26170, South Gippsland,2021,9.215701568
15050, Maitland,2001,143.1768218
15050, Maitland,2002,147.2303695
15050, Maitland,2003,151.1255555
15050, Maitland,2004,154.377078
15050, Maitland,2005,158.2620472
15050, Maitland,2006,162.2057634
15050, Maitland,2007,166.3895763
15050, Maitland,2008,169.2017729
15050, Maitland,2009,171.8172946
15050, Maitland,2010,175.1199015
15050, Maitland,2011,178.6013038
15050, Maitland,2012,183.9345159
15050, Maitland,2013,188.6802573
15050, Maitland,2014,193.3417095
15050, Maitland,2015,197.6302454
15050, Maitland,2016,201.9443236
15050, Maitland,2017,206.9122822
15050, Maitland,2018,212.403856
15050, Maitland,2019,217.5378389
15050, Maitland,2020,224.0689803
15050, Maitland,2021,231.2923154
63810, Latrobe (Tas.),2001,13.86266139
63810, Latrobe (Tas.),2002,13.97424216
63810, Latrobe (Tas.),2003,14.18241524
63810, Latrobe (Tas.),2004,14.45054216
63810, Latrobe (Tas.),2005,14.58710369
63810, Latrobe (Tas.),2006,14.943496
63810, Latrobe (Tas.),2007,15.25825369
63810, Latrobe (Tas.),2008,15.65794599
63810, Latrobe (Tas.),2009,16.14423829
63810, Latrobe (Tas.),2010,16.75876521
63810, Latrobe (Tas.),2011,17.11182675
63810, Latrobe (Tas.),2012,17.2250729
63810, Latrobe (Tas.),2013,17.37495751
63810, Latrobe (Tas.),2014,17.60144982
63810, Latrobe (Tas.),2015,17.85791905
63810, Latrobe (Tas.),2016,18.1976575
63810, Latrobe (Tas.),2017,18.77388057
63810, Latrobe (Tas.),2018,19.33178441
63810, Latrobe (Tas.),2019,20.00959595
63810, Latrobe (Tas.),2020,20.69073825
63810, Latrobe (Tas.),2021,21.15871132
11650, Central Coast (NSW),2001,175.2498311
11650, Central Coast (NSW),2002,176.9952146
11650, Central Coast (NSW),2003,178.0594583
11650, Central Coast (NSW),2004,178.463978
11650, Central Coast (NSW),2005,179.2991922
11650, Central Coast (NSW),2006,180.2795576
11650, Central Coast (NSW),2007,182.3307104
11650, Central Coast (NSW),2008,185.8042259
11650, Central Coast (NSW),2009,188.4562095
11650, Central Coast (NSW),2010,190.5769635
11650, Central Coast (NSW),2011,191.9428123
11650, Central Coast (NSW),2012,193.4335864
11650, Central Coast (NSW),2013,194.9695715
11650, Central Coast (NSW),2014,196.5353007
11650, Central Coast (NSW),2015,198.2527248
11650, Central Coast (NSW),2016,200.2437945
11650, Central Coast (NSW),2017,202.2307001
11650, Central Coast (NSW),2018,203.86841
11650, Central Coast (NSW),2019,205.3419325
11650, Central Coast (NSW),2020,206.4638798
11650, Central Coast (NSW),2021,207.2443648
48640, Wudinna,2001,0.285501585
48640, Wudinna,2002,0.283334216
48640, Wudinna,2003,0.279196512
48640, Wudinna,2004,0.27407364
48640, Wudinna,2005,0.268556702
48640, Wudinna,2006,0.265207132
48640, Wudinna,2007,0.260281293
48640, Wudinna,2008,0.257128757
48640, Wudinna,2009,0.255158422
48640, Wudinna,2010,0.254370287
48640, Wudinna,2011,0.252202919
48640, Wudinna,2012,0.250429617
48640, Wudinna,2013,0.25062665
48640, Wudinna,2014,0.251414784
48640, Wudinna,2015,0.252005885
48640, Wudinna,2016,0.252005885
48640, Wudinna,2017,0.248656315
48640, Wudinna,2018,0.242745309
48640, Wudinna,2019,0.237819471
48640, Wudinna,2020,0.2338788
48640, Wudinna,2021,0.229149996
51860, Cocos Islands,2001,43.71329904
51860, Cocos Islands,2002,41.38192309
51860, Cocos Islands,2003,40.65336811
51860, Cocos Islands,2004,41.74620059
51860, Cocos Islands,2005,42.83903306
51860, Cocos Islands,2006,42.98474406
51860, Cocos Islands,2007,41.89191158
51860, Cocos Islands,2008,41.38192309
51860, Cocos Islands,2009,41.1633566
51860, Cocos Islands,2010,41.1633566
51860, Cocos Islands,2011,40.8719346
51860, Cocos Islands,2012,39.77910213
51860, Cocos Islands,2013,39.85195763
51860, Cocos Islands,2014,40.50765711
51860, Cocos Islands,2015,40.43480161
51860, Cocos Islands,2016,39.77910213
51860, Cocos Islands,2017,41.45477859
51860, Cocos Islands,2018,41.60048959
51860, Cocos Islands,2019,43.64044354
51860, Cocos Islands,2020,44.07757653
51860, Cocos Islands,2021,43.85901004
12850, Fairfield,2001,1850.361354
12850, Fairfield,2002,1843.110636
12850, Fairfield,2003,1837.199726
12850, Fairfield,2004,1828.067369
12850, Fairfield,2005,1829.820939
12850, Fairfield,2006,1833.534961
12850, Fairfield,2007,1850.824375
12850, Fairfield,2008,1878.231298
12850, Fairfield,2009,1906.830254
12850, Fairfield,2010,1922.760159
12850, Fairfield,2011,1935.61639
12850, Fairfield,2012,1951.644809
12850, Fairfield,2013,1971.269033
12850, Fairfield,2014,1987.918098
12850, Fairfield,2015,2004.685382
12850, Fairfield,2016,2026.210949
12850, Fairfield,2017,2058.957394
12850, Fairfield,2018,2080.433703
12850, Fairfield,2019,2093.792362
12850, Fairfield,2020,2086.25595
12850, Fairfield,2021,2059.262791
14350, Kempsey,2001,8.046994162
14350, Kempsey,2002,8.095280866
14350, Kempsey,2003,8.136457872
14350, Kempsey,2004,8.17852359
14350, Kempsey,2005,8.275689475
14350, Kempsey,2006,8.30412827
14350, Kempsey,2007,8.3518225
14350, Kempsey,2008,8.422327014
14350, Kempsey,2009,8.524232698
14350, Kempsey,2010,8.579036626
14350, Kempsey,2011,8.628804518
14350, Kempsey,2012,8.656947076
14350, Kempsey,2013,8.675017561
14350, Kempsey,2014,8.69486547
14350, Kempsey,2015,8.703160119
14350, Kempsey,2016,8.718564466
14350, Kempsey,2017,8.814249164
14350, Kempsey,2018,8.9007505
14350, Kempsey,2019,8.97629105
14350, Kempsey,2020,9.047684276
14350, Kempsey,2021,9.128853338
44620, Mount Gambier,2001,700.7181254
44620, Mount Gambier,2002,704.0520685
44620, Mount Gambier,2003,710.9264821
44620, Mount Gambier,2004,714.3194331
44620, Mount Gambier,2005,722.6985466
44620, Mount Gambier,2006,726.5635603
44620, Mount Gambier,2007,737.7160425
44620, Mount Gambier,2008,744.1478973
44620, Mount Gambier,2009,749.458603
44620, Mount Gambier,2010,758.6048186
44620, Mount Gambier,2011,760.4045578
44620, Mount Gambier,2012,771.4390242
44620, Mount Gambier,2013,779.6411143
44620, Mount Gambier,2014,788.0497318
44620, Mount Gambier,2015,794.5700984
44620, Mount Gambier,2016,798.4056081
44620, Mount Gambier,2017,800.3823708
44620, Mount Gambier,2018,804.6014315
44620, Mount Gambier,2019,808.909004
44620, Mount Gambier,2020,814.6032608
44620, Mount Gambier,2021,815.5473862
12730, Edward River,2001,1.13401935
12730, Edward River,2002,1.120961355
12730, Edward River,2003,1.102950327
12730, Edward River,2004,1.080999386
12730, Edward River,2005,1.062650652
12730, Edward River,2006,1.045427606
12730, Edward River,2007,1.03878604
12730, Edward River,2008,1.025502906
12730, Edward River,2009,1.021225287
12730, Edward River,2010,1.010080964
12730, Edward River,2011,1.000512605
12730, Edward River,2012,1.003326828
12730, Edward River,2013,1.005127931
12730, Edward River,2014,1.008842706
12730, Edward River,2015,1.014471152
12730, Edward River,2016,1.012107204
12730, Edward River,2017,0.995447003
12730, Edward River,2018,0.981713595
12730, Edward River,2019,0.973383494
12730, Edward River,2020,0.960550637
12730, Edward River,2021,0.94974402
70700, Coomalie,2001,0.547164431
70700, Coomalie,2002,0.554459957
70700, Coomalie,2003,0.562728219
70700, Coomalie,2004,0.572455587
70700, Coomalie,2005,0.58656027
70700, Coomalie,2006,0.600178585
70700, Coomalie,2007,0.603096795
70700, Coomalie,2008,0.606987742
70700, Coomalie,2009,0.613796899
70700, Coomalie,2010,0.61963332
70700, Coomalie,2011,0.620119688
70700, Coomalie,2012,0.644924476
70700, Coomalie,2013,0.665838316
70700, Coomalie,2014,0.668270158
70700, Coomalie,2015,0.678970263
70700, Coomalie,2016,0.686752157
70700, Coomalie,2017,0.696965893
70700, Coomalie,2018,0.691129472
70700, Coomalie,2019,0.688211262
70700, Coomalie,2020,0.687724894
70700, Coomalie,2021,0.682374841
14850, Lismore,2001,33.17609743
14850, Lismore,2002,33.19784155
14850, Lismore,2003,33.1450344
14850, Lismore,2004,33.20949019
14850, Lismore,2005,33.40130443
14850, Lismore,2006,33.65524474
14850, Lismore,2007,33.88666434
14850, Lismore,2008,33.97519399
14850, Lismore,2009,34.12274341
14850, Lismore,2010,34.31688737
14850, Lismore,2011,34.43958636
14850, Lismore,2012,34.47064939
14850, Lismore,2013,34.48618091
14850, Lismore,2014,34.42327827
14850, Lismore,2015,34.33397204
14850, Lismore,2016,34.26408021
14850, Lismore,2017,34.25709103
14850, Lismore,2018,34.28349461
14850, Lismore,2019,34.29902613
14850, Lismore,2020,34.34795041
14850, Lismore,2021,34.43648005
11250, Broken Hill,2001,123.0283226
11250, Broken Hill,2002,121.5704878
11250, Broken Hill,2003,119.936302
11250, Broken Hill,2004,118.2198191
11250, Broken Hill,2005,117.0676594
11250, Broken Hill,2006,116.1153641
11250, Broken Hill,2007,115.8508376
11250, Broken Hill,2008,115.2394876
11250, Broken Hill,2009,114.1637466
11250, Broken Hill,2010,113.2584782
11250, Broken Hill,2011,112.5765878
11250, Broken Hill,2012,111.600779
11250, Broken Hill,2013,110.525038
11250, Broken Hill,2014,109.496324
11250, Broken Hill,2015,107.9268002
11250, Broken Hill,2016,106.4807222
11250, Broken Hill,2017,105.722413
11250, Broken Hill,2018,105.2051168
11250, Broken Hill,2019,104.5055912
11250, Broken Hill,2020,103.9765383
11250, Broken Hill,2021,103.8178224
53150, East Fremantle,2001,2162.566913
53150, East Fremantle,2002,2200.802957
53150, East Fremantle,2003,2221.195514
53150, East Fremantle,2004,2225.337752
53150, East Fremantle,2005,2225.656385
53150, East Fremantle,2006,2254.014785
53150, East Fremantle,2007,2261.661993
53150, East Fremantle,2008,2279.50548
53150, East Fremantle,2009,2308.182513
53150, East Fremantle,2010,2316.46699
53150, East Fremantle,2011,2371.590619
53150, East Fremantle,2012,2422.253378
53150, East Fremantle,2013,2466.224828
53150, East Fremantle,2014,2475.465205
53150, East Fremantle,2015,2463.357125
53150, East Fremantle,2016,2447.106806
53150, East Fremantle,2017,2486.617385
53150, East Fremantle,2018,2510.196278
53150, East Fremantle,2019,2531.86337
53150, East Fremantle,2020,2565.319908
53150, East Fremantle,2021,2569.78078
55460, Merredin,2001,1.148527602
55460, Merredin,2002,1.127882643
55460, Merredin,2003,1.109970106
55460, Merredin,2004,1.061393734
55460, Merredin,2005,1.044999208
55460, Merredin,2006,1.034676729
55460, Merredin,2007,1.017674999
55460, Merredin,2008,1.01646059
55460, Merredin,2009,1.01646059
55460, Merredin,2010,1.018282203
55460, Merredin,2011,1.02435425
55460, Merredin,2012,1.030729899
55460, Merredin,2013,1.025872262
55460, Merredin,2014,1.026175864
55460, Merredin,2015,1.027693876
55460, Merredin,2016,1.030729899
55460, Merredin,2017,1.028604683
55460, Merredin,2018,1.017978601
55460, Merredin,2019,0.999155257
55460, Merredin,2020,0.990047187
55460, Merredin,2021,0.977903094
45400, Orroroo Carrieton,2001,0.304952951
45400, Orroroo Carrieton,2002,0.304049832
45400, Orroroo Carrieton,2003,0.303748793
45400, Orroroo Carrieton,2004,0.299233201
45400, Orroroo Carrieton,2005,0.292008255
45400, Orroroo Carrieton,2006,0.288696821
45400, Orroroo Carrieton,2007,0.288395782
45400, Orroroo Carrieton,2008,0.282374993
45400, Orroroo Carrieton,2009,0.275451086
45400, Orroroo Carrieton,2010,0.268828218
45400, Orroroo Carrieton,2011,0.266118863
45400, Orroroo Carrieton,2012,0.269129258
45400, Orroroo Carrieton,2013,0.269430297
45400, Orroroo Carrieton,2014,0.270935494
45400, Orroroo Carrieton,2015,0.274246928
45400, Orroroo Carrieton,2016,0.274547967
45400, Orroroo Carrieton,2017,0.270333415
45400, Orroroo Carrieton,2018,0.269731336
45400, Orroroo Carrieton,2019,0.270935494
45400, Orroroo Carrieton,2020,0.269430297
45400, Orroroo Carrieton,2021,0.268226139
50250, Ashburton,2001,0.059206102
50250, Ashburton,2002,0.060882401
50250, Ashburton,2003,0.06414573
50250, Ashburton,2004,0.0686886
50250, Ashburton,2005,0.072041199
50250, Ashburton,2006,0.075463231
50250, Ashburton,2007,0.078746397
50250, Ashburton,2008,0.084112539
50250, Ashburton,2009,0.089310059
50250, Ashburton,2010,0.094329038
50250, Ashburton,2011,0.101440912
50250, Ashburton,2012,0.111032519
50250, Ashburton,2013,0.119275151
50250, Ashburton,2014,0.124135427
50250, Ashburton,2015,0.128965947
50250, Ashburton,2016,0.132030897
50250, Ashburton,2017,0.121179586
50250, Ashburton,2018,0.110685356
50250, Ashburton,2019,0.099536477
50250, Ashburton,2020,0.08874468
50250, Ashburton,2021,0.077218881
18450, Wollongong,2001,275.1321189
18450, Wollongong,2002,277.4351768
18450, Wollongong,2003,278.3470474
18450, Wollongong,2004,278.5896284
18450, Wollongong,2005,278.7065349
18450, Wollongong,2006,278.9812652
18450, Wollongong,2007,281.7008024
18450, Wollongong,2008,285.5981725
18450, Wollongong,2009,289.1784338
18450, Wollongong,2010,292.9501294
18450, Wollongong,2011,295.2882593
18450, Wollongong,2012,296.7159798
18450, Wollongong,2013,299.1447121
18450, Wollongong,2014,301.6406657
18450, Wollongong,2015,304.4142722
18450, Wollongong,2016,307.4553023
18450, Wollongong,2017,309.9117999
18450, Wollongong,2018,311.6464
18450, Wollongong,2019,313.0916564
18450, Wollongong,2020,313.7097995
18450, Wollongong,2021,313.6849569
24850, Mitchell,2001,9.61746856
24850, Mitchell,2002,9.845624012
24850, Mitchell,2003,10.18768249
24850, Mitchell,2004,10.43365713
24850, Mitchell,2005,10.65377648
24850, Mitchell,2006,10.73448691
24850, Mitchell,2007,11.01609991
24850, Mitchell,2008,11.28618286
24850, Mitchell,2009,11.49407336
24850, Mitchell,2010,11.84172217
24850, Mitchell,2011,12.26553926
24850, Mitchell,2012,12.71241648
24850, Mitchell,2013,13.20296817
24850, Mitchell,2014,13.65578512
24850, Mitchell,2015,14.06807215
24850, Mitchell,2016,14.60299711
24850, Mitchell,2017,15.03135635
24850, Mitchell,2018,15.55230548
24850, Mitchell,2019,16.17982032
24850, Mitchell,2020,16.76540766
24850, Mitchell,2021,17.35938051
61410, Clarence,2001,130.6218042
61410, Clarence,2002,130.4074966
61410, Clarence,2003,130.9895667
61410, Clarence,2004,131.6695303
61410, Clarence,2005,132.3256819
61410, Clarence,2006,133.198787
61410, Clarence,2007,133.955478
61410, Clarence,2008,135.2175116
61410, Clarence,2009,136.9584301
61410, Clarence,2010,138.6279128
61410, Clarence,2011,139.7629493
61410, Clarence,2012,140.792155
61410, Clarence,2013,142.038314
61410, Clarence,2014,143.4511567
61410, Clarence,2015,145.0650781
61410, Clarence,2016,146.7477896
61410, Clarence,2017,150.2798963
61410, Clarence,2018,154.4205308
61410, Clarence,2019,158.5505821
61410, Clarence,2020,162.4689717
61410, Clarence,2021,165.085641
17750, Wagga Wagga,2001,11.66548464
17750, Wagga Wagga,2002,11.75627146
17750, Wagga Wagga,2003,11.79337384
17750, Wagga Wagga,2004,11.85845845
17750, Wagga Wagga,2005,11.97246017
17750, Wagga Wagga,2006,12.12936799
17750, Wagga Wagga,2007,12.33146194
17750, Wagga Wagga,2008,12.50474454
17750, Wagga Wagga,2009,12.65647046
17750, Wagga Wagga,2010,12.74808639
17750, Wagga Wagga,2011,12.80570907
17750, Wagga Wagga,2012,12.87265917
17750, Wagga Wagga,2013,12.93732924
17750, Wagga Wagga,2014,13.01194854
17750, Wagga Wagga,2015,13.12615753
17750, Wagga Wagga,2016,13.24617025
17750, Wagga Wagga,2017,13.41717282
17750, Wagga Wagga,2018,13.58630991
17750, Wagga Wagga,2019,13.74425411
17750, Wagga Wagga,2020,13.91691489
17750, Wagga Wagga,2021,14.06573894
36300, Richmond,2001,0.042436729
36300, Richmond,2002,0.041007123
36300, Richmond,2003,0.039953729
36300, Richmond,2004,0.037884562
36300, Richmond,2005,0.036680683
36300, Richmond,2006,0.035175835
36300, Richmond,2007,0.034160062
36300, Richmond,2008,0.033670986
36300, Richmond,2009,0.03378385
36300, Richmond,2010,0.03284332
36300, Richmond,2011,0.031865168
36300, Richmond,2012,0.031639441
36300, Richmond,2013,0.031564198
36300, Richmond,2014,0.031526577
36300, Richmond,2015,0.030849395
36300, Richmond,2016,0.030322698
36300, Richmond,2017,0.02975838
36300, Richmond,2018,0.029532653
36300, Richmond,2019,0.029269304
36300, Richmond,2020,0.028968335
36300, Richmond,2021,0.028930713
40310, Barossa,2001,21.73148135
40310, Barossa,2002,21.9564287
40310, Barossa,2003,22.29329017
40310, Barossa,2004,22.79690365
40310, Barossa,2005,23.2232964
40310, Barossa,2006,23.60940007
40310, Barossa,2007,23.90149589
40310, Barossa,2008,24.21933195
40310, Barossa,2009,24.49687894
40310, Barossa,2010,24.90872285
40310, Barossa,2011,25.20865266
40310, Barossa,2012,25.57573093
40310, Barossa,2013,25.89468614
40310, Barossa,2014,26.26400269
40310, Barossa,2015,26.66801262
40310, Barossa,2016,27.08321396
40310, Barossa,2017,27.39321604
40310, Barossa,2018,27.7983451
40310, Barossa,2019,28.07253467
40310, Barossa,2020,28.39037073
40310, Barossa,2021,28.61531809
17400, Tenterfield,2001,0.934149786
17400, Tenterfield,2002,0.929507708
17400, Tenterfield,2003,0.915991071
17400, Tenterfield,2004,0.907935702
17400, Tenterfield,2005,0.905205068
17400, Tenterfield,2006,0.910120209
17400, Tenterfield,2007,0.918994769
17400, Tenterfield,2008,0.927869328
17400, Tenterfield,2009,0.939611053
17400, Tenterfield,2010,0.947666422
17400, Tenterfield,2011,0.954356475
17400, Tenterfield,2012,0.945481915
17400, Tenterfield,2013,0.933057532
17400, Tenterfield,2014,0.924182973
17400, Tenterfield,2015,0.916537198
17400, Tenterfield,2016,0.914352691
17400, Tenterfield,2017,0.918175578
17400, Tenterfield,2018,0.922954187
17400, Tenterfield,2019,0.926230948
17400, Tenterfield,2020,0.923773378
17400, Tenterfield,2021,0.928142391
26350, Stonnington,2001,3486.179876
26350, Stonnington,2002,3523.05953
26350, Stonnington,2003,3548.94546
26350, Stonnington,2004,3588.982886
26350, Stonnington,2005,3621.418268
26350, Stonnington,2006,3666.757631
26350, Stonnington,2007,3712.447858
26350, Stonnington,2008,3775.330396
26350, Stonnington,2009,3827.764999
26350, Stonnington,2010,3848.89478
26350, Stonnington,2011,3853.767884
26350, Stonnington,2012,3953.452107
26350, Stonnington,2013,4034.423609
26350, Stonnington,2014,4128.260107
26350, Stonnington,2015,4211.453744
26350, Stonnington,2016,4327.433628
26350, Stonnington,2017,4370.277962
26350, Stonnington,2018,4416.474991
26350, Stonnington,2019,4434.096137
26350, Stonnington,2020,4386.729562
26350, Stonnington,2021,4143.230283
58050, Swan,2001,80.34277487
58050, Swan,2002,82.54317189
58050, Swan,2003,84.70809409
58050, Swan,2004,86.65920865
58050, Swan,2005,88.53553847
58050, Swan,2006,91.28148054
58050, Swan,2007,95.06577989
58050, Swan,2008,98.78008839
58050, Swan,2009,102.4426229
58050, Swan,2010,105.0993985
58050, Swan,2011,108.1521497
58050, Swan,2012,113.457072
58050, Swan,2013,118.5462691
58050, Swan,2014,122.7543486
58050, Swan,2015,126.6805472
58050, Swan,2016,131.0449077
58050, Swan,2017,134.7525047
58050, Swan,2018,138.415998
58050, Swan,2019,142.751595
58050, Swan,2020,147.7803891
58050, Swan,2021,152.1495434
35300, Mount Isa,2001,0.474503175
35300, Mount Isa,2002,0.463820391
35300, Mount Isa,2003,0.457438171
35300, Mount Isa,2004,0.455402266
35300, Mount Isa,2005,0.461006724
35300, Mount Isa,2006,0.466062174
